Term,Frequency
Aktionen,1
physischen,1
Vernichtung,1
prominenter,1
Oppositioneller,1
Alexei,1
massenhafte,1
Inhaftierung,1
friedlicher,1
Demonstrantinnen,1
Demonstranten,1
systematische,1
Pressefreiheit,1
kritisieren,1
aufs,2
Schärfste,2
Wladimir,1
Putin,1
unmittelbare,1
verharmlosend,1
hinwegsehen,1
Walter,1
Scheels,1
Hans,1
Dietrich,1
Genschers,1
Außengrenze,2
enden,1
menschlich,1
kulturell,2
Gesprächskanäle,1
Bürgerrechtsorganisation,1
Memorial,1
offenhalten,1
Wiederaufbaus,1
Visumserleichterungen,2
Einhaltung,5
demokratische,6
freies,1
Belarus,3
friedlichen,3
Proteste,3
massive,3
Wahlfälschungen,1
anklagen,1
brutale,1
Regimes,1
legitimen,1
belarussischen,2
Volkes,1
inakzeptabel,1
herrschen,1
Willkür,1
Folter,1
umgehende,1
Freilassung,1
Gefangenen,1
Neuwahlen,1
vermittelten,1
Dialogs,2
Opposition,2
Machthabern,1
Verfassungsreferendum,1
Einmischung,1
Lukaschenkos,1
Friedensprozesses,2
Nahen,2
Osten,2
unvermindert,1
Fortsetzung,1
israelisch,1
palästinensischen,2
Existenzrecht,1
Israels,2
jüdischer,1
Staatsräson,1
Bevölkerung,3
Staatsgebietes,1
islamistischen,1
verhandelte,1
Zweistaatenlösung,2
einzigen,1
souveränen,1
lebensfähigen,1
Palästina,1
Schritte,1
Westjordanlandes,1
völkerrechtswidrig,1
annektieren,1
künftigen,2
Legitimation,1
Palästinenserführung,1
eklatanten,1
Menschenrechtsverletzungen,5
Hindernis,1
geprüft,1
ergriffen,1
Hilfszahlungen,1
palästinensische,1
Autonomiebehörde,1
indirekt,1
missbraucht,1
Klarheit,1
ungeachtet,1
Systemrivalität,1
vertiefen,2
engerer,1
Arbeitsorganisation,1
ILO,1
Ratspräsidentschaft,1
jahrelangen,1
erzielte,1
CAI,1
Investitionsschutz,1
Rechtsfragen,1
abschließend,1
hohem,1
Maße,1
Ergänzungsbedarf,1
bevor,1
Gegensanktionen,1
Gegenseitiger,1
Gerichte,1
universelle,1
Geltung,1
untrennbare,1
multilateralen,1
Regelsystems,1
schweigend,1
hingenommen,1
beispiellose,1
Unterdrückung,1
religiöser,1
völkerrechtlichen,1
Internierung,1
Zwangssterilisierung,1
Angehörigen,1
Vorwurf,1
Völkermordes,1
Themen,1
Nachdruck,1
angesprochen,1
Nachbarn,1
aktiver,1
Einschüchterung,1
Verhängung,1
chinesische,2
Offizielle,1
rechtsstaatliche,3
gelungenen,2
Gegenentwurf,1
autoritären,1
Herrschaftssystem,1
Bemühungen,1
Taiwans,3
unterhalb,1
Schwelle,1
Vereinigung,1
Militärische,1
Drohgebärden,1
voran,1
Indien,1
entwerfen,1
Drohung,1
gewaltsamen,1
Einnahme,1
abzubringen,1
anhalten,2
Pfad,1
langfristiges,1
Hongkong,4
Freiheitsrechte,2
Hongkongs,2
eintreten,1
Wahlgesetz,2
unterdrückt,1
repressiven,1
chinesisch,1
britischen,1
1984,1
einfordern,1
Security,1
Law,1
verletzt,1
willkürliche,1
Interpretation,1
schwammiger,1
Gesetzesbestimmungen,1
entscheidenden,1
Rechtsgarantien,1
Faktisch,1
Unterwerfung,1
kommunistische,1
Partei,1
Bruch,1
Verantwortlichen,1
erlassen,1
Transatlantische,1
Partnerschaften,3
überzeugte,1
Transatlantiker,1
deutsch,1
Freundschaft,1
Joe,1
Biden,1
Präsidenten,1
kommende,1
Jahrzehnt,1
Handelsbeziehungen,2
Privacy,1
Shield,1
verhandeln,1
rechtssichere,1
Datenverkehr,1
geopolitischen,1
Umbrüchen,1
ratifizierte,1
Handelsabkommen,1
schnellstens,1
verabschieden,1
handlungsfähige,1
Vereinte,1
VN,4
weltpolitischen,1
75,1
Sicherheitsrat,2
veränderte,2
Staatenwelt,1
ständigen,1
Konsenses,1
Schutzverantwortung,1
Responsibility,1
to,1
Protect,1
FREIHEIT,1
MENSCHENRECHTE,1
WELTWEIT,1
universellen,1
dringender,1
einnimmt,1
Führungsstärke,1
Internetfreiheit,1
außenpolitischen,1
Schwerpunkten,1
Menschenrechtsschutzes,1
Massenüberwachung,1
Straf,1
Zivilrechtsverfolgung,1
Frauenrechte,1
Friedenssicherung,1
Streitschlichtung,1
Position,1
Konfliktbewältigung,1
Anstrengung,3
Positionierung,2
UNO,1
Resolution,1
1325,1
ambitioniert,1
zunehmen,1
Situationen,1
betroffen,1
Sexualisierte,1
systematisch,1
Kriegswaffe,1
Kriegsführung,1
geächtet,1
Vertragsstaaten,1
Frauenrechtskonvention,2
CEDAW,1
einhalten,1
einsetzt,2
Lesben,1
Schwulen,1
Bisexuellen,1
trans,1
verurteilt,1
diskriminierender,2
eintritt,1
Strafverschärfungen,1
Entwicklungszusammenarbeit,7
Nichtregierungsorganisationen,1
gegebenenfalls,2
Budgethilfe,1
Nirgendwo,1
homosexuelle,1
europaweiten,1
hinwirken,1
Angeblich,1
LGBT,1
Zonen,1
Polen,1
Werten,1
geschlossene,1
gleichgeschlechtliche,1
Ehen,1
Menschenrechtliche,1
Sorgfaltspflicht,2
Letztere,1
Nachfragemacht,1
Produktionsbedingungen,1
Beachtung,2
Wettbewerbsvorteile,1
nachteile,1
menschenrechtlichen,2
Lieferkette,2
positiven,1
schrittweisen,1
Lebensbedingungen,1
entlang,2
Lieferketten,1
bezogen,1
zivilrechtliche,1
Haftungsansprüche,1
risiko,1
größen,1
sektorspezifischen,1
Dokumentationspflichten,1
Menschenrechtsbezogene,1
Geschäftsbeziehungen,1
verantwortungsbewussten,1
Unternehmerinnen,1
Unternehmern,1
ENTWICKLUNGSPOLITIK,1
werteorientierte,1
Armut,1
Quantität,1
eingesetzten,1
Regierungsführung,4
Hebel,1
Privatinvestitionen,1
philanthropisches,1
Eigeneinnahmen,1
generieren,1
Nachhaltigkeitszielen,1
Sustainable,1
Development,1
Goals,1
SDGs,1
Klimaabkommen,1
Nachhaltigkeitsstrategie,1
DNS,1
Indikatoren,1
aktuelle,2
Klimaveränderungen,2
Umweltzerstörung,1
armuts,1
kriegsbedingte,1
Fluchtbewegungen,1
zerfallende,1
schlechte,1
verlangen,1
Gegenwärtig,1
Urbanisierung,1
europäisch,3
koordinieren,1
Hunger,1
reproduktive,1
Koordination,1
Synergien,1
Wirkung,1
Entwicklungs,2
Schwellenländern,1
Verlusten,1
Wiederaufbaumaßnahmen,1
zwingend,2
Widerstandskraft,1
Partnerländern,2
wenigsten,1
entwickelten,1
LDCs,1
spätestens,1
Entwicklungsbank,3
Dach,2
EIB,2
gegenwärtiger,1
zukünftiger,1
aufeinander,1
geeigneten,2
Mobilisierung,1
privatem,1
steigert,2
Antwort,1
Belt,1
Road,1
Initiative,1
Entwicklungsländer,1
autokratischen,1
Peking,1
Afrikapolitik,2
Afrikas,3
partnerschaftlich,1
Sicherheitskräfte,1
historischer,1
Wirtschaftskreisläufe,1
Tatsache,1
Subsahara,1
Afrika,3
Wirtschaftspartner,1
Eigengestaltung,1
Beteiligungsrechte,1
Grundvoraussetzungen,1
Wirtschaftspartnerschaftsabkommen,1
AKP,1
afrikanischer,1
karibischer,1
pazifischer,1
Rechtsgrundlage,1
afrikanischen,1
erleichterten,1
bevorzugten,1
protektionistischer,1
Marktverzerrende,1
Agrarbereich,1
wettbewerbsfähiger,1
Märkte,1
untergraben,1
Wertschöpfung,1
Afrikanische,1
Realisierung,2
kontinentalen,1
Freihandelszone,1
AfCFTA,1
EINWANDERUNG,1
FLUCHT,1
Einwanderungsland,2
Einwanderungsländer,1
Einwanderung,7
Einwanderungsgesetzbuch,1
humanitären,4
Schutzbedürftigen,1
Humanität,1
zusammenhängenden,1
Einwanderungsgesetzbuches,1
steuern,2
Punktesystem,2
verständlich,2
überarbeiteten,1
Blue,1
Card,1
Kerninstrument,1
Fachkräfteeinwanderung,1
Arbeitsplatzangebot,2
geöffnet,1
Chancenkarte,2
kanadischem,2
Arbeitssuche,1
Steuerung,1
Bildungsgrad,1
Deutsch,1
Englischkenntnisse,1
Berufserfahrung,1
Fachkräftebedarf,1
Talentpool,1
aufgehen,1
vereinheitlichen,1
einzige,1
Anerkennungsstelle,1
professionell,1
vornimmt,1
integrierte,1
Schutzsuchende,2
Spurwechsels,1
Erwerbstätigkeit,3
nachgeht,1
Qualifikationsphase,1
befindet,1
ausgewiesen,1
Flucht,1
unterscheiden,2
Grundrecht,1
Asyl,1
politisch,2
Verfolgte,2
unantastbar,1
religiösen,2
Verfolgten,1
Kriegsflüchtlingen,1
dauerhaften,1
Einwanderern,1
Kriegs,1
Bürgerkriegsflüchtlinge,1
unbürokratischen,1
vorübergehenden,1
Krieges,2
Identitätsfeststellung,1
verliehen,1
Asylsystem,1
Kriegsflüchtlinge,1
Beendigung,2
Heimatland,1
Schutzstatus,1
Aufenthaltes,1
Abschiebung,2
geordneten,1
Ausreisepflicht,1
Abschiebehaftplätzen,1
vulnerable,1
sicherer,1
Herkunftsländer,1
Rechtsberatung,1
Anträge,1
form,1
fristgerecht,1
Verbindliche,1
Schutzsuchenden,3
Kern,1
Fortentwicklung,1
Asylpolitik,1
erkennbar,2
Bleibeperspektive,1
absehbarer,1
gleichgesinnten,1
vorangehen,1
Willigen,1
angemessenen,1
Kürzungen,1
Zuwendungen,1
rechnen,1
Flüchtlingen,1
Sekundärmigration,2
achtjährige,1
Mitgliedstaates,2
Schutzsuchender,1
Rücküberstellung,1
Hilfsleistungen,1
Hilfeleistungen,1
Mindestniveau,1
Dublin,1
Asylanträge,2
Botschaften,2
Visum,2
sicherem,1
lebensgefährliche,1
Reise,1
Menschenhändlern,1
erteilt,2
Einzelfall,1
offensichtlich,1
Leib,1
Antragstellerin,2
Antragstellers,1
unmittelbar,1
ernsthaft,1
konkret,1
eindeutige,1
Frontex,4
Seenotrettung,3
schnelleren,1
Grenzschutzagentur,2
Personalstärke,1
10,1
Beamten,1
begleitet,1
strukturellen,1
Transparenzmechanismen,1
hieran,1
Binnengrenzen,1
Außengrenzen,2
vielfach,1
alleine,1
grausame,1
Sterben,1
Mittelmeer,1
handelt,2
erfolgten,1
Pushbacks,1
Zurückdrängen,1
Migrantinnen,1
Migranten,1
Vorkommnisse,1
schärfere,1
Verhinderung,1
Grenzschutz,1
integrationspolitisches,1
religionsunabhängig,1
spiegelt,1
gesellschaftliche,2
wider,1
betonen,1
heraus,1
verstehbar,1
Sprach,1
Integrationskurse,2
angenommen,1
Rechtsordnung,2
Gleichheit,1
Frau,1
Orientierungen,1
geschlechtlicher,1
Identitäten,1
Glaubens,1
Nichtglaubens,1
Integrationspolitik,1
begrüßt,1
Einwanderinnen,3
Einwanderer,3
einlädt,1
Integrationsleistung,1
abverlangt,1
Gelingen,1
Gesellschaftsordnung,1
Integrationspaten,1
Integrationsmaßnahmen,1
Senioren,1
richten,1
Bürokratische,1
Einwanderungs,1
Integrationsprozess,1
Arbeitsaufnahme,1
Vorrangprüfung,1
Sperrfrist,1
Asylbewerber,1
Herkunftsländern,1
geschlossen,1
ausgewählten,1
Anwerbestrategien,1
Sprachkursen,1
Vorbereitungskursen,1
Staatsangehörigkeitsrecht,2
begreifen,2
Verleihung,2
Staatsangehörigkeit,9
wertvoll,2
geboren,1
verbringen,1
Einbürgerung,2
Staatsvolkes,1
Mehrstaatigkeit,1
Enkelgeneration,1
Ersteingebürgerten,1
vereinfachten,1
insgesamt,1
Niederlassungserlaubnis,1
Antragsteller,2
gültigem,1
Aufenthaltstitel,1
gelebt,1
Sprachkenntnisse,1
Deckung,1
Lebensunterhaltes,1
nachweisen,1
Einwanderungsweg,1
Einbürgerungstest,1
absolviert,1
abgelegt,1
Bestrafung,1
Neubürgerinnen,1
Neubürger,1
Durchführung,1
Einbürgerungsfeiern,1
Symbole,1
GANZHEITLICHES,1
ENERGIESYSTEM,1
innovativ,1
technologieoffen,1
Gesamtsystem,2
Strom,7
Wärme,4
Kälte,2
Gebäude,2
Industrieprozesse,1
Klimaschutzziele,1
direkte,1
Elektrifizierung,1
erneuerbaren,2
Stroms,1
kosteneffizientes,1
sicheres,1
vernetztes,1
naturwissenschaftlich,1
fundierte,1
Strompreise,1
nahezu,1
Verbrauchergruppen,1
Mindestmaß,1
Förderzusagen,1
Vergangenheit,1
weitestgehend,1
Fördertatbestände,1
Gesetzlich,1
vorgegebene,1
Ausbaupfade,1
staatlich,3
garantierte,1
Abnahmepreise,1
Stromkunden,1
erneuerbarer,4
Stromerzeugung,1
Systemverantwortung,1
fossile,2
unattraktiv,1
Zubau,1
nachfragegetrieben,1
Eigenversorgung,1
erneuerbarem,1
marktwirtschaftliche,2
Altanlagen,1
jährigen,1
regelmäßiger,1
Stresstest,2
regelmäßiges,1
Monitoring,1
festschreiben,2
zuverlässige,1
Kraftstoff,1
klima,2
energiepolitische,1
Kohle,1
Atomausstieg,1
Einspeisung,1
wetterabhängig,1
schwankender,1
Wind,2
Sonnenenergie,1
Energiesystem,1
Erzeugungs,1
Hochlauf,2
Wasserstoffwirtschaft,1
neutraler,2
Brennstoffe,1
Schiffe,1
Flugzeuge,1
antreiben,1
heizen,1
volatile,1
Sonne,1
Elektrolyse,1
speicherbar,1
Strecken,1
transportierbar,1
grünem,1
neutralen,1
blauen,1
türkisen,1
Erdgas,1
enthaltene,1
Entweichen,1
Methan,2
Transport,1
Erdgases,1
Umwandlung,1
100,1
kompensiert,1
kurzfristig,1
Mengen,1
bezahlbaren,1
Produktion,2
Energieträgern,3
vertretbaren,1
Anlagen,1
Photovoltaik,1
Windkraftanlagen,1
Standorten,1
angeschlossener,1
speicher,1
transportierbaren,1
Wasserstoffunion,3
70,1
Energiebedarfs,1
Heimatmarkt,1
Einfuhr,1
Import,1
Gase,1
frühzeitigen,1
Importinfrastruktur,1
realisieren,1
verbindet,1
sicheren,1
Wasserstoffprojekte,1
Solarenergie,1
günstigen,1
Produktionsstandorten,1
Südeuropa,1
Ungleichgewichte,1
mindern,1
Energieeffizienz,1
Flexibilisierung,1
Verbrauchs,1
Tarife,1
Smarte,1
dezentralen,1
voranzutreiben,1
Rollout,1
intelligenter,1
Messsysteme,1
Meter,1
Grids,1
kritischen,1
vermehrt,2
datengetriebene,1
ergeben,1
Energieeffizienzpotentiale,1
Beleuchtungssteuerung,1
autonomen,1
Energierecht,2
Bremsen,1
überblickende,1
parlamentarisch,2
schwieriger,1
kontrollierende,1
Genehmigungsverfahren,2
entschlacken,1
Schnellere,1
marktgetriebenen,1
Gasnetze,1
Anwohnerinnen,1
Anwohnern,1
Netze,1
Interessengruppen,1
bewilligte,1
FORSTWIRTSCHAFT,1
ANGELN,1
FISCHEREI,1
JAGD,1
rechnet,1
Landwirtinnen,4
Landwirte,5
vermehren,1
Risikovorsorge,1
Witterungsrisiken,1
Agrarzahlungen,1
überbordender,1
Agrarpolitik,2
flächenbezogenen,1
Direktzahlungen,1
zukunftssichernder,1
Investitionsförderung,1
Wettbewerbsstandards,1
sukzessiven,1
Agrarsubventionen,1
Genossenschaftsrecht,1
landwirtschaftlichen,2
Weiterverarbeitung,1
Lebensmittel,1
wettbewerbsfähig,1
Erzeugnissen,1
Preisbildung,1
Acker,1
fortschreitende,1
Weinbauern,1
Schutzoffensive,1
multifunktionale,1
Waldwirtschaft,1
multifunktionalen,1
Forstwirtschaft,6
artenreichen,1
Wäldern,1
Bewirtschaftung,2
Waldschutzoffensive,1
Schadholzbergung,1
Schädlingsbekämpfung,1
Aufforstung,1
klimaresilienten,1
standortgerechten,1
Baumarten,1
forcieren,2
Stilllegungsflächen,1
unwirtschaftlichen,1
forciert,2
Gemeinwohlleistungen,1
marktorientiert,1
honorieren,1
Förderinstrumente,1
Forstwirtschaftliche,1
Zusammenschlüsse,1
Kleinprivatwälder,1
Holz,1
wichtigste,1
nachwachsende,1
Rohstoff,1
Erholungsraum,1
Trinkwassergewinnung,1
Treibhausgassenke,1
Rohstofflieferant,1
Holzwirtschaft,1
Rücksicht,1
Naturschutzes,1
empfinden,1
pur,1
Urwälder,1
gestaltet,1
Trockenheit,1
Selbsthilfe,1
steuerbefreiten,1
Risikoausgleichsrücklagen,1
guten,1
Dürren,1
vorzusorgen,2
Notprogrammen,1
Paradigmenwechsel,1
Wasserbau,1
ausreichende,1
Wasservorräte,1
Pflanzenwachstum,1
Wassermanagement,1
wirksamer,1
Pflanzenschutzmittel,1
diesbezüglich,1
Europaweites,1
Tierwohllabel,2
verantwortungsvolle,2
Nutztieren,1
Kontrollen,1
Modernisierungsschritte,1
Tierhaltung,1
mitgehen,1
Kauf,1
tierischer,1
Erzeugnisse,1
Haltungsbedingungen,1
einfaches,1
transparentes,1
verpflichtendes,1
mittelfristig,1
Tierschutzstandards,2
Tierschutz,1
Tierwohl,5
Selbstverständlichkeit,1
Stallgröße,1
Zustands,1
Tieres,1
Höfen,1
Investitionsentscheidungen,1
Widersprüche,1
konkurrierenden,1
Rechtsbereichen,1
Immissionsschutz,1
aufgelöst,1
überholte,1
Anbindehaltung,1
Lebensmittelverschwendung,2
Nährwertinformationen,1
Ernährungsbildung,1
Kindertagesstätten,1
Mindesthaltbarkeitsdatum,1
dynamisches,1
Verderbslimit,1
Haftungserleichterung,1
Lebensmittelspenden,1
Fischbestände,1
jegliche,1
Fischerei,4
Umweltverträglichkeit,1
absolut,1
gleichrangig,1
Grundschleppnetz,1
Fangtechniken,1
artenspezifisch,1
Maschenweite,1
Fangnetzen,1
Beifang,1
Fangquoten,1
angerechnet,3
Erfolge,1
Fischereipolitik,1
Gebiet,1
Konkurrenzfähigkeit,1
Fischerinnen,1
Fischer,1
Aquakulturproduzenten,1
kooperative,1
Kontrollmaßnahmen,1
Kameraüberwachung,1
Grundhaltung,1
nachdrücklich,1
Multi,1
Windparks,2
Offshore,1
Angeln,2
Naturverbundenheit,1
Umweltschützer,1
Flora,1
Fauna,1
Hobby,1
altersübergreifend,1
interkulturell,1
pflegt,1
Vielmehr,1
Anglerinnen,1
Angler,2
verdanken,1
Fischarten,1
zurückgekehrt,1
ausgebildeten,1
jeweils,1
einschätzen,1
gefangener,1
Fisch,1
entnommen,1
produktiver,1
Laichfisch,1
zurückgesetzt,1
Catch,1
Release,1
Bestandsschutzgründen,1
Angeltätigkeit,1
Gegenpart,1
Naturschutzzielen,1
Beschränkungen,1
Angelei,1
Nachtangelverbote,1
Nullnutzungsgebote,1
Gewässern,1
Jagd,2
Naturschutz,4
Wildtiermanagement,2
Bejagung,1
Wolf,1
Kormoran,1
Nandu,1
Biber,1
Wildbretgewinnung,1
Seuchenprävention,1
Wildschadenminimierung,1
ausgewogenes,1
Beute,1
Beutegreifer,1
Schalldämpfern,1
Nachtzielgeräten,1
Lärmreduktion,1
genauere,1
Treffpunktlage,1
Jägerinnen,2
geprüfte,1
Naturschützerinnen,1
Naturschützer,1
Farming,2
Werkzeug,1
Landwirten,1
hilft,2
optimieren,1
Arbeitsabläufe,2
gängelt,1
gentechnisch,1
Nutzpflanzen,1
basierte,1
Zulassungskriterien,1
Grüne,1
Gentechnik,1
Böden,1
schonen,1
Betriebsmitteleinsatzes,1
zügige,1
vitro,1
Fleisch,1
Futterversorgung,1
Schweine,1
Geflügel,1
Allesfresser,1
verarbeitete,1
tierische,1
Proteine,1
Insekten,1
gesundheitlichen,2
Bedenken,2
Importe,1
Eiweißquellen,1
schont,1
begegnet,1
Flächen,3
Vertragsnaturschutz,1
liberalste,1
konventioneller,1
Landbau,1
Gegensätze,1
Erzeugungssystemen,1
Vorstellungen,1
Produktionsweisen,1
WOHNEN,1
Bauland,2
Wohnraum,6
Städten,1
knapper,1
Mieten,1
steigen,2
Enteignungen,1
Mietpreisbremse,3
Mietendeckel,4
Traum,3
Eigenheim,2
rückt,1
Ferne,1
Wohnen,6
Grunderwerbsteuer,3
Wohneigentum,2
genutztem,1
natürliche,1
wiederauffüllbar,1
Wohnung,1
verwirklichen,1
Steuergerechtigkeit,1
missbräuchliche,1
Umgehung,1
Immobilieninvestoren,1
Share,1
Gesetzesänderung,1
barrierefreien,1
armen,1
Bestand,1
Neubau,1
selbstbestimmt,1
breites,1
Thema,1
Bestehende,1
Förderungen,1
zusammengeführt,1
Anreizmodelle,1
Lock,1
Effekt,1
Baukosten,2
TÜV,2
Bauen,3
kostenverursachende,1
Normen,1
Entscheiderinnen,1
Entscheidern,1
Richtlinien,1
Empfehlungen,1
Baukostensenkungskommission,1
kostensteigernde,1
überprüfen,1
bundesweiten,1
Wohnungsbauinvestitionen,1
Aktivierung,1
Immobilienaufgaben,1
BImA,1
nachweislich,1
Wohnungen,1
sogar,1
Angebots,1
Erhaltungsverordnungen,1
komplexer,1
werdende,1
Mietrecht,1
Vermietung,1
unnötig,1
kompliziert,1
Baugenehmigungen,1
seriellen,2
Bauens,1
teilautomatisiertes,1
Baugenehmigungsverfahren,1
Bauordnungen,1
harmonisiert,1
enthalten,1
Genehmigungsfiktion,1
Bauherrin,1
Bauherr,1
Unterlagen,1
vorlegt,1
bestimmten,1
Zeitraums,1
genehmigt,1
Bautätigkeit,1
Baulückenkataster,1
erstellen,1
Dachausbau,1
Innenentwicklung,1
Baulücken,1
Potentialflächenkataster,1
angespannten,1
Wohnungsmärkten,1
Maßnahmenpläne,1
Bebauung,1
Wiederverwertung,1
Brachflächen,1
beseitigen,1
Bauministerkonferenz,1
Dachausbaus,1
Dachaufstockung,1
Stellplatz,1
Aufzugspflicht,1
entsprechendes,1
Förderprogramm,2
auflegen,1
Bauantrag,2
Bearbeitung,1
automatisieren,1
gefallen,1
Portal,1
Bauanträge,1
eingereicht,1
Soziales,1
günstigem,1
Wohnraumversorgung,1
potentiellen,2
Mieterin,1
Mieter,1
Sozialwohnungen,1
zahlungsschwachen,1
Wohnungssuchenden,1
Wohnungsmarkt,1
mithilfe,1
Wohngeldes,1
Wohnungssuche,1
erfolglos,1
Berechtigung,1
Bezug,1
Sozialwohnung,1
Unabhängig,1
Wohnform,1
Wohnort,1
Sozialversicherung,1
bestimmen,1
LIBERALES,1
BÜRGERGELD,1
aufzusteigen,1
Sozialstaat,1
Sprungbrett,1
ermutigen,1
freisetzen,1
belohnen,2
Bürgergeld,4
steuerfinanzierte,1
Sozialleistungen,2
Arbeitslosengeld,4
II,8
Grundsicherung,7
Lebensunterhalt,1
Wohngeld,1
negativen,1
geringer,1
Sozialsystem,1
würdewahrender,1
leistungsgerechter,1
chancenorientierter,1
Passiv,1
Aktiv,1
Tausch,1
Gelder,1
Leistungsempfängerin,1
Leistungsempfänger,1
Lohnkostenzuschüsse,1
sozialversicherungspflichtigen,1
Arbeitsplatz,1
umgewandelt,1
Hinzuverdienstregeln,3
ALG,3
demotivierend,1
trittfeste,1
Leiter,1
Hartz,1
herausführt,1
beziehen,1
Minijobs,1
Verschulden,1
verspätete,1
Anzeigen,1
beruhen,1
Schonvermögen,2
genutzte,1
Immobilie,1
benötigte,1
Kraftfahrzeug,1
bewahren,1
abseits,1
erarbeitete,1
auflösen,1
auszahlen,1
erwachsenen,1
Leistungsbezieherinnen,1
Leistungsbezieher,1
Beziehungsstatus,1
Rückforderungen,1
Jobcenter,1
Bagatellgrenze,1
Kleinstbeträge,1
Verwaltungsaufwand,1
transparentere,1
bürgernähere,1
erspart,1
entwürdigende,1
Wohn,2
Familienverhältnisse,1
ENKELFITTE,1
RENTE,1
Altersvorsorgesystem,1
finanzierbar,1
kapitalgedeckten,1
enkelfit,1
Baukastenprinzip,2
organisieren,1
Bausteine,1
Lebenslage,1
kombiniert,1
Lebensläufe,1
Ansprüche,2
Rentenbaukasten,1
Wechseln,1
Arbeitgebern,1
mitgenommen,1
Flexiblen,1
Renteneintritt,2
Renteneintrittsalter,1
schwedischem,1
geringere,1
Altersvorsorgeansprüchen,1
Grundsicherungsniveau,1
Ruhestand,2
beginnt,1
Teilrenten,1
Schnitt,1
passt,1
Erwerbsminderungsrente,1
Rentensplitting,2
Renteninformation,1
hingewiesen,1
Rentenpunkte,1
Zeiträume,1
splitten,1
verheiratete,1
verpartnerte,1
unverheiratete,1
Erwerbsarbeit,1
Rentenansprüche,1
Rentensystems,1
Pfeiler,1
Demographiefestigkeit,1
Rentenniveau,1
aufgewendet,1
üblich,1
aufgeteilt,1
Arbeitgeberbeitrag,1
Neu,1
Betrag,2
umlagefinanzierte,1
fließt,1
kleinerer,1
Bruttoeinkommens,1
chancenorientierte,1
kapitalgedeckte,1
angelegt,1
verwaltet,1
Schweden,1
Aktien,2
erfolgreich,1
risikoarm,1
Beitragszahlerinnen,2
Beitragszahler,2
Geringverdiener,1
Altersrenten,1
Altersarmut,2
gearbeitet,2
eingezahlt,2
Einkünfte,1
Auszahlung,1
Gang,1
Sozialamt,1
entfällt,1
fair,1
Betriebliche,1
Altersversorgung,2
Doppelverbeitragung,2
breiteren,1
Anlageformen,3
Aktienquoten,1
tarifgebundene,1
Beitragszusage,1
höherer,1
Aktienanteil,1
Einbezugs,1
Belegschaften,1
Opt,1
Out,1
Kranken,1
untergräbt,1
Verlässlichkeit,1
Depot,2
obligatorischen,1
Versicherungsmantel,1
vereinen,1
Beste,1
Zulagen,1
Rürup,1
401K,1
Rendite,2
übertragbar,1
Portabilität,1
Anbieterwechsel,1
Investitionsmöglichkeiten,1
Anlagevorschriften,2
Lebensversicherern,1
Pensionskassen,1
Versorgungswerken,1
Infrastrukturprojekte,1
langen,1
Anlagezeiträumen,1
Renditechancen,1
geringem,1
Risiko,1
Renditen,1
Risikomix,1
PEPP,1
geförderte,1
verbraucherfreundlicher,1
FAIRNESS,1
GENERATIONEN,1
weitsichtige,1
Finanz,1
Sozialpolitik,1
übermorgen,1
zukunftsfeste,1
clevere,1
Haushaltswesen,1
behält,1
Generationenbilanz,1
Gesetzesfolgenabschätzung,1
Nachhaltigkeitsprüfung,1
Gesetzen,1
Generationenbilanzierung,1
entstehenden,1
gegenübergestellt,1
versicherungsfremde,1
Verlagerung,1
umgangen,1
Umlagefinanzierung,1
Kürzung,1
korrekte,1
Zuordnung,1
Gegenzug,1
erstatten,1
Rentenanpassungsformel,3
Faktoren,1
gerechten,1
Nachholfaktor,2
reaktiviert,1
2008,1
sorgte,1
Gleichklang,1
Löhnen,1
Zusatzlasten,1
aufgebürdet,1
Löhne,1
Ältere,2
Wohnheime,1
weiterbilden,1
Alten,1
Seniorenwohnheimen,1
intuitive,1
Bedienbarkeit,1
Internetnutzenden,1
barrierearm,1
idealerweise,1
anzubieten,1
Diskriminierende,1
Altersgrenzen,3
Satzungen,1
beschränkenden,1
diskriminierenden,1
Charakter,1
sach,1
leistungsgerechten,1
NOTWENDIGER,1
FIT,1
AUFHOLWETTBEWERB,1
MODERNISIERUNG,1
DRINGLICHER,1
MODERNISIEREN,1
GRÖSSER,1
BEWÄLTIGEN,1
HERAUSFORDERUNGEN,1
