Term,Frequency
kurzer,1
mittlerer,1
Reichweite,2
Russland,6
substrategischen,1
Nuklearwaffenstaaten,1
Alliierten,1
Beobachter,1
Mitglied,1
Vertragsstaatenkonferenz,1
Atomwaffenverbotsvertrages,1
Intention,1
biologische,1
chemische,1
biologischer,1
Waffen,1
BWÜ,1
CWÜ,1
Bewaffnete,3
Kontrollregime,1
Letale,1
Autonome,1
Waffensysteme,1
entzogen,1
Ächtung,1
Weltraums,1
Cyber,4
Raums,1
waffentechnologische,1
Biotech,1
Hyperschall,1
verantwortliches,1
Staatenverhalten,1
Cyberspace,2
Explosivwaffen,1
bevölkerten,1
restriktive,1
Rüstungsexportpolitik,1
Rüstungsexportverordnung,1
Rüstungsexportkontrollgesetz,1
Standpunkt,1
Politischen,1
Kriegswaffen,1
Rüstungsgütern,1
Kleinwaffengrundsätze,1
Shipment,1
begründeten,1
Einzelfall,1
nachvollziehbar,1
Rüstungsexportkontrollbericht,1
Exportgenehmigungen,1
Rüstungsgüter,1
solange,1
nachweislich,3
unmittelbar,3
Jemen,2
Krieg,1
Menschenrechtspolitik,2
innenpolitischer,2
universelle,1
Gültigkeit,1
Humanitäre,3
Verhütung,2
Folter,1
Unterstützungssysteme,1
inhaftierten,1
Zivilgesellschaften,1
Aktivisten,1
Menschenrechtsverteidiger,1
funktionierender,1
Gemeinwesen,1
hochgefährdeten,1
sicheren,1
Antragsweg,1
Elisabeth,1
Selbert,1
längerfristig,1
Auslandsvertretungen,1
Menschenrechtsarbeit,1
Beitritt,2
Gerichtshof,1
Mitgliedsländern,1
Sanktionsmechanismus,1
abgestimmt,2
Mitgliedern,1
Europarats,1
Menschenrechtsrats,1
Hochkommissariat,1
Vertragsorgane,1
Sonderberichterstatterinnen,1
erstatter,1
Menschenrechtskonventionen,1
Zusatzprotokoll,1
Sozialpakt,1
Yogyakarta,1
Internetfreiheit,1
außenpolitischen,1
Privatheit,1
Konkretisierung,1
saubere,1
Straflosigkeit,1
Menschenrechtsverletzungen,2
Strafgerichtshofes,1
Ad,1
hoc,1
Tribunale,1
geführter,1
Fact,1
Finding,1
Untersuchungs,1
Völkerstrafgesetzbuch,1
Basierend,1
Aufwuchs,1
vergessenen,1
Humanitarian,1
Development,1
Nexus,2
Grand,1
Bargain,1
fortwährender,1
engagiert,1
mitwirken,1
auszahlen,1
Lokalisierung,1
Konfliktregionen,1
Friedensförderung,3
Konfliktbearbeitung,1
Krisenverhütung,1
Entschärfung,1
Planziele,1
Bundeswehr,18
Parlamentsarmee,1
unterliegt,1
parlamentarischen,4
Auslandseinsätzen,2
Konfliktmanagements,1
basieren,1
Bündnisverteidigung,1
gewonnen,1
Sicherheitsbedrohungen,1
Fähigkeitsprofil,1
Auftrages,1
Einsatzbereitschaft,1
Material,1
Finanzen,3
kritischen,1
Bestandsaufnahme,1
Modernisierungs,1
Digitalisierungsprozess,1
unverzichtbaren,1
Beschaffungswesen,1
betrifft,1
Materialverantwortung,1
Führungsfähigkeit,1
rüstungstechnische,1
Kooperationsprojekten,1
mittelständischen,1
teilzunehmen,1
Ersatzbeschaffungen,1
marktverfügbare,1
priorisieren,1
Fähigkeitslücken,1
Nachfolgesystem,1
Kampfflugzeug,1
Tornado,1
beschaffen,1
Beschaffungs,1
Zertifizierungsprozess,1
sachlich,1
gewissenhaft,1
Auslandseinsatz,1
Auflagen,1
ethischen,1
Bewaffnung,1
extralegale,1
Tötungen,1
Bedrohungen,1
Cybersicherheitspolitik,1
entgegentreten,2
Informationsraum,1
demografiefest,1
Altersstruktur,1
ausbalanciert,1
Wehrverwaltung,1
zeitgemäß,1
Fürsorge,1
Waffe,1
vorbehalten,1
unzweifelhaft,1
verlässlicher,1
festhalten,1
Gleichwohl,1
kritisch,1
inhaltliche,1
Auseinandersetzung,1
militärischer,1
äußerstes,1
Bearbeitung,1
Konflikten,1
eingebunden,1
Einsätze,1
gegenseitiger,1
einzubetten,1
Evakuierungsmission,1
Untersuchungsausschuss,1
aufarbeiten,1
Gesamteinsatz,1
Enquete,1
wissenschaftlicher,2
gewonnenen,2
praxisnah,1
zukunftsgerichtet,1
aufbereitet,1
zukünftiger,1
Auslandseinsätze,1
einfließen,1
werteorientierten,1
Hunger,1
Wende,1
multilaterales,1
ODA,3
Quote,1
Bruttonationaleinkommens,1
BNE,2
ärmsten,1
Südens,1
LDC,1
AKBP,1
Maßstab,2
Haushaltes,1
wirkungsvoller,1
Ernährungssicherheit,1
sauberem,1
Trinkwasser,1
agrarökologischen,1
Ansätzen,1
Wissens,2
Technologietransfer,2
kleinbäuerlicher,1
Agrarwirtschaft,1
Agrarexporte,1
Märkte,1
zerstören,1
mutwilliger,1
Nahrungsmittelmarktes,1
Finanzmarktspekulation,1
Gebrauch,1
menschlichen,1
formelle,1
existenzsichernde,1
Finanzierungsinstrument,1
Social,1
Protection,1
Entwicklungspartnerschaften,1
beidseitigen,1
eigenständiger,1
Anpassungsmaßnahmen,1
Energiearmut,1
Verursacherprinzip,1
Klimarisikoversicherungen,1
Aufforstungen,1
privatwirtschaftlichen,1
kleinbäuerlichen,1
Forstwirtschaft,1
ansteigenden,1
Urbanisierung,1
ressourcenschonend,1
klimasensibel,1
administrieren,1
Gesundheitsarchitektur,1
Weltgesundheitsorganisation,1
WHO,1
Sanitär,1
Hygieneversorgung,1
WASH,1
Impfallianz,1
armutsassoziierten,1
vernachlässigten,1
Tropenkrankheiten,1
COVID,2
Impfkampagne,1
COVAX,1
Produktionspartnerschaften,1
Know,1
how,1
Produktionskapazitäten,1
Medikamente,1
Impfstoffversorgung,1
Grundbildung,1
duale,1
entwicklungspolitische,1
chancengleichen,1
Entwicklungsländern,1
marginalisierter,1
reproduktiver,1
uneingeschränkte,1
fragilen,1
Kontexten,1
BMZ,3
Projektländern,1
Finanzielle,2
Unterstützungsleistungen,2
regierungsnahe,1
Freiräumen,1
Korruption,1
Demokratiefonds,1
Schuldenmanagementkonsens,1
kodifiziertes,1
Staateninsolvenzverfahren,1
Gläubiger,1
miteinbezieht,1
Schuldenerleichterungen,1
Ländergruppen,1
umsetzt,1
Eigeneinnahmen,1
Steuerflucht,1
rechtmäßige,1
Steuersysteme,1
Eliten,1
AA,1
Evaluierungsinstitut,1
DEval,1
Instanzen,1
Haushaltsstruktur,1
Sonderinitiativen,1
Länderliste,1
Bilaterale,1
Kanada,1
autoritären,1
östlichen,1
südlichen,2
Nachbarschaft,3
Energiepartnerschaft,2
globaler,3
Gesundheitspolitik,1
Konnektivität,2
geo,1
Datensouveränität,1
Netzfreiheit,1
künstlicher,1
Kongress,1
Bundesstaaten,1
Jugendaustausch,1
Vereinigte,1
Großbritanniens,1
anspruchsvollen,1
Östlichen,1
Moldau,1
Georgien,1
marktwirtschaftliche,1
annähern,1
Demokratiebewegungen,1
Visaerleichterungen,1
Wiederherstellung,1
territorialer,1
Vertiefung,2
Ambitionen,1
Grünem,1
Energieeffizienz,1
Belarus,2
Neuwahlen,1
bedingungslose,1
Freilassung,2
Gefangenen,2
russische,1
Einmischung,1
zugunsten,2
Lukaschenkos,1
inakzeptabel,1
Opposition,1
Lukaschenko,1
Kurswechsel,1
entschließen,1
Finanzmitteln,1
russischen,2
tief,1
substantiellen,1
beider,1
Friedensordnung,1
Osteuropa,1
Unterschiedlichen,1
Bedrohungsperzeptionen,1
unverzügliches,1
Destabilisierungsversuche,1
Ostukraine,2
völkerrechtswidrigen,2
Annexion,1
Krim,1
friedlichen,1
Konflikts,1
diesbezüglichen,1
hängt,1
Minsker,1
eingefrorener,1
kritisieren,1
Einschränkung,1
bürgerlicher,1
demokratischer,1
dortigen,1
Gelegenheit,1
ungehinderten,1
Kontakt,1
Reiseverkehrs,1
besorgniserregender,1
außenpolitischer,1
Nachbar,1
biografischen,1
Wurzeln,1
Nähe,1
Minderheitenrechte,1
Kapitel,1
Dialogagenda,1
füllen,1
Jugendaustauschprogramme,1
Israels,2
Staatsräson,1
Zweistaatenlösung,1
1967,1
anhaltende,1
Israel,4
Terror,1
verurteilen,1
Normalisierung,1
arabischen,1
Versuche,1
antisemitisch,1
motivierter,1
Verurteilungen,1
Einseitige,1
Friedensbemühungen,1
palästinensischen,1
Verzicht,1
Siedlungsbaus,1
israelischen,1
Jugendwerks,1
Palästina,1
UNRWA,1
Monitoringprozess,1
Fehlentwicklungen,1
Nahen,1
Osten,1
ausgewählten,1
Nuklearverhandlungen,1
Iran,2
JCPoA,1
Signatarstaaten,1
IAEO,1
zurückkehren,1
iranischen,1
prekären,1
Menschenrechtslage,1
Raketenprogramm,1
aggressive,2
Regionalpolitik,1
Aufrüstung,1
Golfregion,1
vertrauensbildende,1
begonnenen,1
Annäherungsprozesse,1
einzudämmen,1
Friedensprozesse,2
Kriegsverbrechen,1
Berliner,1
Prozesses,1
Libyens,1
Iraks,1
Inklusivität,1
Mädchenrechte,1
frühere,1
Katastrophe,1
Durchführungsorganisationen,1
afrikanischen,2
bilateral,1
Regionalorganisationen,1
kooperieren,1
Wissenschaftskooperation,1
Afrikanische,1
Freihandelszone,1
beiträgt,1
Afrikas,1
Wirtschaftsaustausch,1
Reformagenda,1
verfolgt,1
Compact,1
with,1
Africa,1
Sahelregion,1
Ausbreitung,1
Instabilität,1
zivilen,1
Stabilisierungsmaßnahmen,1
Sahel,1
malischen,1
Übergangsregierung,1
Übergangsfahrplans,1
Systemrivalität,1
Spielregeln,1
systemischen,1
Rivalität,1
Regierungskonsultationen,2
gleichgesinnten,1
Abhängigkeiten,1
Erwartung,1
chinesische,1
verantwortungsvolle,1
territoriale,1
Streitigkeiten,1
südund,1
ostchinesischen,1
Meer,1
Seerechts,1
beigelegt,1
Veränderung,1
Status,1
Quo,1
Taiwan,2
friedlich,1
sachbezogene,1
thematisieren,1
Chinas,1
Xinjiang,1
Hong,1
Kong,1
Geltung,1
verschafft,2
Indo,1
Pazifik,2
indo,2
pazifische,1
pazifischen,1
parlamentarischer,1
Wertepartnern,1
Japan,2
Südkorea,1
beginnen,1
herausragendes,1
indische,1
Konnektivitätspartnerschaft,1
Meeresspiegel,1
Infrastrukturentwicklung,1
Gateways,1
Wertegemeinschaft,1
Lateinamerika,2
Karibik,2
Populismus,1
autoritäre,1
Bewegungen,1
Diktaturen,1
Aussöhnungs,1
Kontinents,1
Wirtschaftsbeziehungen,1
haushaltspolitische,1
Ausgangslage,1
äußerst,1
Schuldenaufnahme,1
Ausmaß,1
fortwirkende,1
Pandemiefolgen,1
außergewöhnliche,1
Notsituation,1
Erholung,3
Verschuldung,1
Schuldenbremse,5
vorgegebenen,1
dagewesenem,1
Klimazieles,1
Abklingen,1
zeitgleich,2
aufschiebbare,1
getätigt,1
Abwarten,1
Anpassungskosten,1
Planungssicherheit,1
Investitionszusagen,1
Investitionsplanung,1
darlegen,1
entscheidende,1
Staatsfinanzen,2
zielgerichtet,1
Normalpfad,1
Stabilitätsanker,1
Vorreiterrolle,2
Solidität,1
sparsame,1
Steuergeld,1
Haushalts,1
Finanzpolitik,2
grundgesetzlichen,2
zukunftsfest,1
aufzustellen,1
kapitalmarktnah,1
Finanzierungsmodelle,1
Infrastrukturinvestitionen,1
Beispiele,1
Finanzierungsvolumens,1
Digitalisierungstransformation,1
Privathaushalten,1
Förderinstrumentarium,1
Maßgabe,1
Zielgenauigkeit,1
Fördereffizienz,1
skalieren,1
Kapitalbasis,1
Investitionsbank,1
Infrastrukturbereich,1
Finanzierungsmöglichkeiten,1
Fall,2
Kreditermächtigungen,2
Eigenkapitalstärkung,1
selber,1
Dazuwollen,1
exekutive,2
transformative,1
Koalitionsvertrages,3
Angriff,1
Überschreitung,1
Obergrenze,1
Nettokreditaufnahme,1
NKA,1
erstellten,1
Tilgungspläne,1
beschließenden,1
Gesamttilgungsplan,1
Schuldentilgung,1
Tilgung,1
Tilgungsfristen,1
Coronahilfen,1
Sondervermögen,2
Zuführungen,1
doppelt,1
Mittelabflüsse,1
Befüllung,1
Sondervermögens,1
Abfluss,1
Kernhaushalt,1
Verschuldungsspielraum,1
veranschlagten,1
genutzten,2
Nachtragshaushalt,1
KTF,2
erfolgte,1
nachgeholt,1
Stärker,1
verfassungsmäßigen,1
Nachhaltigkeitsberichterstattungen,1
Sozialversicherungen,1
Konjunkturbereinigungsverfahren,1
ergebenden,1
grundgesetzliche,1
Prüfstand,1
strikte,1
Neupriorisierung,1
Zielsetzungen,2
erzielten,1
Umschichtungspotenziale,1
unerwartete,1
Haushaltsaufstellungs,1
Verfahrens,2
Ausgabenkürzungen,1
Ausgabenreste,1
Schrittweise,1
Verwaltungsausgaben,1
ziel,1
wirkungsorientierte,1
Haushaltsführung,1
Ausgabeprogramme,1
Beschlussfassung,1
definierte,1
messbare,1
beabsichtigte,1
ausgerichtete,1
Indikatoren,1
SMART,1
Evaluationsfristen,1
versehen,2
Wirkungsprüfung,1
Controllings,1
bewerten,1
haushälterische,1
Überblick,1
Instandhaltungsplanung,1
Vermögenserfassung,1
Verzehr,1
übersichtlich,1
dar,1
hilft,1
Investitionsentscheidungen,1
Geldanlagen,1
abziehen,1
Bonds,1
Kernaufgaben,1
verbleibt,1
Ausgewählte,1
Einzelprojekte,1
Öffentlich,1
Privater,1
ÖPP,3
Wirtschaftlichkeitsuntersuchung,2
gezeigt,1
Projektes,1
Controlling,1
Wirtschaftlichkeitsuntersuchungen,1
vergebenen,1
Methodik,1
Bundesrechnungshofes,1
praktizierte,1
Budgeting,1
finanzpolitischer,1
Einzelpläne,1
Haushaltspielräume,1
überflüssige,1
unwirksame,1
umwelt,1
klimaschädliche,1
Energiesteuerrichtlinie,1
Angleichung,1
Dieselkraftstoff,1
Benzin,1
Dieselfahrzeugen,1
Kfz,1
Auslieferungsschwierigkeiten,1
bestellten,1
Plug,3
Innovationsprämie,2
Anschaffung,1
elektrischer,1
PKW,1
31,2
elektrische,7
Hybride,1
degressiv,1
KFZ,2
ausgegeben,1
positiven,2
Klimaschutzeffekt,2
elektrischen,4
Fahranteil,3
Mindestreichweite,4
August,2
betragen,2
Besserstellung,1
Hybridfahrzeugen,1
Dienstwagenbesteuerung,1
zugelassene,1
Fahrleistung,1
Hybridfahrzeuge,1
privilegiert,1
Entnahmewert,1
Fahrzeug,2
Fahrantrieb,1
Fahrbetrieb,1
entfällt,1
Dienstwagens,1
regelbesteuert,1
gesetzt,2
emissionsfrei,1
elektrisch,2
angetrieben,1
Vorteile,1
auszuspielen,1
beträgt,1
Pauschalsteuer,1
neutral,1
betriebene,1
verfahren,1
voll,1
betriebenen,1
Plastikabgabe,1
Inverkehrbringer,1
umgelegt,1
Kommunalfinanzen,1
leistungsstarke,1
Altschulden,2
befreien,1
fehlt,1
Finanzkraft,1
dringend,1
Kraftanstrengung,1
Entschuldungsbemühungen,1
übergreifenden,1
Konsens,2
Bundesrat,2
Entschuldung,1
geleistet,1
erneute,1
derartige,1
Investitionskraft,1
enges,1
etabliert,1
ebenfalls,1
unverschuldete,1
Altlasten,1
herausgefordert,1
Wohnungsgesellschaften,1
Anspruchs,1
Anwartschaftsüberführungsgesetz,1
AAÜG,1
Investitionstätigkeit,1
Investitionshemmnisse,1
steuerschwache,1
überschuldete,1
praxistauglichen,1
engen,2
Lastenverteilung,1
Gerechte,1
Steuersystem,1
Steuerverwaltung,2
Steuervermeidung,2
Investitionsprämie,1
Wirtschaftsgüter,2
Anschaffungs,1
Herstellungskosten,1
angeschafften,1
hergestellten,1
Anlagevermögens,1
Zwecken,1
Gewinn,1
abzuziehen,1
Superabschreibung,1
Verlustverrechnung,1
Verlustrücktrag,1
vorangegangenen,1
Veranlagungszeiträume,1
Eigenkapitalausstattung,1
Krisenfestigkeit,1
Optionsmodell,1
Thesaurierungsbesteuerung,1
Ausbildungsfreibetrag,1
erstmals,1
2001,1
924,1
Bundesfinanzhofs,1
Alterseinkünftegesetz,1
doppelte,1
Rentenbesteuerung,1
Vollabzug,1
Rentenversicherungsbeiträge,1
Sonderausgaben,1
steuerpflichtigen,1
Rentenanteil,1
halben,1
Prozentpunkt,1
Vollbesteuerung,1
2060,1
Zusammenveranlagung,1
Einfuhrumsatzsteuer,1
steuerbegünstigten,1
betätigen,1
gelegentlich,1
tagespolitischen,1
standardisierte,1
Offenlegung,1
Spendenstruktur,1
Sachspenden,1
Finanzmarktkriminalität,1
Geldwäsche,6
Bundesfinanzministerium,1
Zoll,2
Bundeszentralamt,1
BZSt,1
Finanzdienstleistungen,4
BaFin,9
Financial,2
Intelligence,1
Unit,1
FIU,3
vorausgefüllte,1
Steuererklärungen,1
Easy,1
Tax,1
Besteuerungsverfahrens,1
umsetzbar,1
Unternehmensbesteuerung,1
Steuerprüfung,1
Anschlussfähigkeit,1
Steuerbürokratie,2
Organisationseinheit,1
Schwellenwerte,1
volldigitalisierte,1
Steuerforschungsinstitut,1
Datenlage,1
Steuerregelungen,1
Belastungswirkung,1
entgangenen,1
Steuereinnahmen,1
Steuergestaltung,3
Steuergestaltungen,3
größtmöglicher,1
Konsequenz,1
aggressiver,1
eingeführte,1
Mitteilungspflicht,1
Umsatz,1
Umsatzsteuerbetrug,1
intensiviert,2
Meldesystem,1
Weiterleitung,1
Rechnungen,1
Betrugsanfälligkeit,1
Mehrwertsteuersystems,1
Schnittstelle,1
endgültiges,1
Mehrwertsteuersystem,1
Reverse,1
Charge,1
Dividendenarbitragegeschäfte,1
betrugssicher,1
erlittene,1
Steuerschäden,1
zurückgefordert,1
eingezogen,1
Informationsaustausch,2
Finanzaufsicht,2
Steuerbehörden,1
Verdachtsfällen,1
missbräuchlichen,1
Dividendenarbitrage,1
Marktmissbrauchs,1
Mindestbesteuerung,1
abfließende,1
besteuert,1
Sowohl,1
Doppelbesteuerung,1
Quellenbesteuerung,1
Doppelbesteuerungsabkommen,1
Zinsschranke,1
Zinshöhenschranke,1
ungewünschte,1
Steueroasen,2
Liste,1
ständig,1
aktualisiert,1
OECD,1
Umgehungsgestaltungen,1
Finanzkonteninformationsaustausch,1
CRS,1
FATCA,1
Informationsaustausches,1
Steuergerechtigkeit,1
etablierte,1
EPO,1
Bankenunion,2
Finanzmarktregulierung,1
Säulen,1
Bankenlandschaft,1
aufgestellten,1
Banken,7
Gesamtpakets,1
Finanzbinnenmarkt,1
Rückversicherung,1
Einlagensicherungssysteme,2
Beiträgen,1
Bankbilanzen,2
Abwicklungsregimes,1
Institutssicherung,1
Sparkassen,1
Volksbanken,1
klaren,1
Zusatzbelastungen,1
angehörenden,1
übermäßige,1
Konzentration,2
Staatsanleihen,1
vorzubeugen,1
Vollvergemeinschaftung,1
Bankengruppen,1
Liquidität,1
leistungsstarken,1
Kapitalmarktunion,1
Kapitalmarktgeschäfte,1
Insolvenz,1
Gesellschaftsrecht,1
Finanzmarktregeln,1
MiFID,1
MiFIR,1
Markttransparenz,1
Fragmentierung,1
Wertpapierhandels,1
Wagniskapitalfinanzierung,1
Finanzmarkt,1
führender,1
Up,1
Wagniskapitalmarkt,1
Finanzierungslandschaft,1
Modulausgestaltung,1
Börsengänge,1
Kapitalerhöhungen,1
Aktien,2
Stimmrechten,1
Dual,1
Class,1
Shares,1
Wachstumsunternehmen,1
Elementen,1
investitionsfreundliche,1
Ratings,2
Faktors,1
19Pandemie,1
eingeführten,1
Eigenkapitalregelungen,1
Bankenaufsicht,1
regulierung,1
Proportionalität,2
Wettbewerbsnachteile,1
substantielle,1
SREP,1
Meldewesen,1
kapitalisierte,1
risikoarmen,1
Wirksamkeit,1
Finanzregulierung,1
Finanzstabilität,3
Ausschuss,1
makroprudentielle,1
empfohlenen,1
einkommensbasierten,1
Schattenbanken,1
beaufsichtigen,1
Stability,1
Board,1
auffordern,1
Regulierungsvorschläge,1
vorzulegen,1
Verzerrungen,1
Hochfrequenzhandel,1
Marktregeln,1
Spekulation,1
Nahrungsmitteln,1
Positionslimits,1
Finanzieller,1
Aufsichtsbereichen,1
Arbeitgeberin,1
Umstrukturierung,1
Kapitalstärkung,1
Finanzdienstleistern,1
Prospekten,1
Vermögensanlageprospekten,1
Verbraucherbeirat,1
Kredit,1
Handlungsempfehlungen,1
Vergleichs,1
Website,1
Kontoentgelte,1
Regulierungslücken,1
Grauen,1
Restschuldversicherung,1
Versicherungsvertrages,1
Kreditvertrags,1
Woche,1
entkoppeln,1
Sustainable,3
Finance,3
Finanzprodukte,1
risikogerechte,1
Eigenkapitalregeln,1
Nachhaltigkeitsrisiken,2
Finanzrisiken,1
Mindestanforderungen,1
ESG,1
Kreditratings,1
Ratingagenturen,1
Transparenzstandard,1
Nachhaltigkeitsinformationen,1
Ökologische,1
Rechnungslegungsstandards,1
beginnend,1
Corporate,1
Sustainability,1
Reporting,1
Directive,1
Beirats,1
glaubwürdige,1
Beirat,1
effektives,1
Gremium,1
abgestimmte,1
Zuständigkeiten,1
FATF,1
Deutschlandprüfung,1
deutsches,1
finanzmarktnahen,1
Verpflichteten,2
Geldwäscheaufsicht,1
Erkenntnisgrundlage,1
Meldungen,2
Finanzbereich,1
Immobiliensektor,1
Geldwäschevorschriften,1
Geldwäschebehörde,1
vorgeschlagen,1
Main,1
Aufsichtsbehörde,1
Finanzsektor,1
kümmern,1
Kryptowerten,1
abgesicherten,1
Befugnisse,1
Verbindungsbeamte,1
Landeskriminalämtern,1
Rückmeldung,1
Schwarzarbeit,1
Finanzkriminalität,1
Weiterbildungskapazitäten,1
Zöllnerinnen,1
Zöllner,1
enormen,1
Datenmengen,1
bürokratieärmere,1
Transparenzregister,2
Berechtigten,2
vorgeschriebenen,1
tatsächlich,1
Verknüpfung,2
Registern,1
Datenbankgrundbuch,1
Verschleierung,1
datenschutzkonform,1
Währungen,1
FinTechs,2
InsurTechs,1
NeoBroker,1
Ideengeber,1
verbundenen,1
regulatorischen,1
zügige,1
Medienbrüche,1
funktionieren,1
Emission,1
elektronischer,1
Wertpapiere,1
gesetzliches,1
Zahlungsmittel,1
einsetzbar,1
Zahlungsverkehrsinfrastruktur,1
Händler,1
Finanzinnovationen,1
Kryptoassets,1
traditionellen,1
Digitalunternehmen,1
Finanzmarktaufsichtsrecht,1
fit,1
komplexe,1
Konzernstrukturen,1
risikoadäquate,1
Kryptobereich,1
Kryptoassetdienstleister,1
Identifikation,1
Solvency,1
Versicherungsmarkt,1
Klimarisiken,1
risikoorientierte,1
Kapitalanforderungen,1
Kapitalsammelstellen,1
Versicherungsunternehmen,1
proportionale,1
Wirtschaftsprüfung,2
Wirtschaftsprüferinnen,1
Wirtschaftsprüfer,1
Abschlussprüfungsmarkt,1
IX,1
dreier,1
innovatives,1
verabredet,1
bringt,1
tatkräftig,1
ergebnisorientiert,1
Geist,1
Koalitionspartner,13
Koalitionsvereinbarung,1
getroffenen,1
laufend,2
Personalfragen,3
monatlich,1
Koalitionsgesprächen,1
Koalitionsausschuss,3
Arbeitsplanung,1
abzustimmen,1
grundsätzlicher,1
Koalitionspartnern,3
wünscht,1
bereitet,1
besteht,1
ständigen,1
Vertretern,1
Parteivorsitzenden,1
Bundeskanzler,3
Chef,2
Bundeskanzleramtes,2
Vorsitzenden,1
Sitzungen,2
Koalitionsausschusses,1
beschickten,2
Gegenstand,1
Wechselnde,1
Mehrheiten,1
hergestellt,1
Gesetzesinitiativen,1
Anfragen,1
Fraktionsebene,1
Ausnahmefall,1
eingebracht,1
Tagesordnungen,1
Kabinettssitzungen,1
vorab,1
mitgeteilt,1
beabsichtigen,1
Kooperationsabrede,1
Geschäftsordnung,2
Fragestunde,1
dynamischer,1
interaktiver,1
Regierungserklärungen,1
Ausschüsse,1
Echtzeit,1
Ausschussdrucksachen,1
Protokolle,1
Verschlusssache,1
Geheimhaltungsgrad,1
eingestuft,1
Untersuchungsausschüsse,1
Kabinett,2
einvernehmlich,3
überstimmt,1
Beiräten,1
Kräfteverhältnissen,1
vertreten,2
Besetzung,1
Grundsätzlich,1
zulässt,1
Kabinettsausschüsse,1
gebildet,1
Kollegialitätsprinzip,1
Umsetzungsplanung,1
veränderten,1
Gepflogenheiten,1
Personalentscheidungen,1
Personalvorschläge,1
übergeordneten,1
mittelbaren,1
Bundesbeteiligungen,1
Ressortprinzip,1
Pandemiebekämpfung,1
Krisenstab,1
besetzter,1
Pandemierat,1
bestmögliche,1
Vertretung,1
geschlossenes,1
Auftreten,1
europapolitischen,1
Koordinierungen,1
zusammenfinden,1
Abstimmungsverantwortung,1
Bundesministerinnen,2
Bundesminister,1
Fach,1
Koordinierungszuständigkeiten,1
wahrgenommen,1
Europawahl,1
Zugehörigkeit,1
Parteienfamilien,1
kommenden,1
Kommunal,1
Landtagswahlen,1
gegeneinander,1
Ressortverteilung,2
SPD,5
90,6
Demokraten,1
Stellvertreterin,1
Stellvertreter,1
69,1
folgender,3
Innen,1
Heimat,1
Wirtschaftliche,1
Range,1
Bundesministers,1
Auswärtiges,1
Vorschlagsrecht,3
Kommissarin,1
Kommissar,1
Kommissionspräsidentin,1
stammt,1
FDP,1
GO,1
BReg,1
Digitales,1
Staatsministerinnen,2
Staatsminister,5
Kanzleramt,2
Staatsministerin,4
Bundesländer,1
Ämter,1
beamtete,1
Staatssekretärinnen,1
Staatssekretäre,1
Bundesministern,1
