Term,Frequency
zusammenkommen,2
einschlagen,2
Sprachkursen,2
ankommenden,1
Migrant,1
passgenauen,1
erreichbaren,1
bundesfinanzierten,1
Integrationskursen,1
Zugänglichkeit,1
Kurse,1
Lernschwierigkeiten,1
Familiennachzügler,1
kostenpflichtig,1
2015,1
ausgebauten,1
aufrechterhalten,1
Genauso,1
gelingende,1
Beratungsangebot,1
unterschiedslose,1
gesamtgesellschaftlichen,1
Integrationsfonds,2
Migrationsberatungsstellen,1
Dolmetschleistungen,1
Gemeinwesen,2
Unterstützungsstrukturen,1
Entlastungen,1
Flüchtlinge,4
Freizügigkeit,3
Identifizierung,2
besonderer,2
Schutzbedarfe,1
Anhörung,1
erlittener,1
dazugehörige,1
Gewissheit,1
Bundesamts,1
Migration,6
BAMF,2
funktionierendes,1
Qualitätsmanagement,1
nichtstaatliche,1
Asylverfahrensberatung,1
Asylsuchenden,1
Ankunft,1
Asylverfahrens,2
verlängerte,1
Verweildauer,1
Erstaufnahmeeinrichtungen,1
rückgängig,2
AnkER,1
Zentren,2
Bildungsangeboten,1
anlasslosen,1
Widerrufsprüfungen,1
optimieren,1
Asylprozessrecht,1
Anträgen,1
Familienzusammenführung,1
Dublin,1
zuzustimmen,1
Asylbewerberleistungsgesetz,1
gerechtfertigte,1
Ungleichbehandlung,1
Integrationsfeindliche,1
Arbeitsverbot,1
Wohnsitzauflage,1
Leistungskürzungen,1
Aufenthalts,1
Asylrechts,1
erkrankt,1
Ausrufung,1
Herkunfts,1
Flughafenverfahren,1
sofortige,2
Zurückweisung,1
Binnengrenzen,2
pandemiebedingter,1
Studienplätzen,1
aufenthaltsrechtlichen,3
Nachteilen,1
Raus,1
Duldung,3
Perspektivlosigkeit,2
Rechtsunsicherheit,1
geduldet,1
Rechtliche,1
erschweren,2
anzukommen,1
hangeln,1
null,1
Bleiberecht,3
Heranwachsende,1
minderjährigen,1
Fällen,4
trotz,2
ernsthafter,1
Bemühungen,2
Nationalpass,1
Passersatzausweis,1
ausstellen,1
Umwandlung,1
Beschäftigungsduldung,1
Aufenthaltsrechte,1
Menschenhandel,4
sorgfältiger,1
asyl,1
Ausschöpfung,1
Rechtsschutzmöglichkeiten,1
Aufenthaltsrecht,1
Abschiebehindernisse,1
entgegenstehen,2
ausreisen,1
Härten,1
Abschiebungen,3
Rückübernahmeabkommen,3
letzte,1
verweigert,1
Ausreisen,1
Haft,1
Ausreise,1
massiver,1
Eingriff,1
garantierte,1
Freiheitsrecht,1
Trennungsgebots,1
Gewährung,1
Rechtsbeistand,1
Kriegs,1
Krisenländer,1
Abschiebestopp,1
Syrien,4
Afghanistan,2
syrischen,1
Abschiebepartnerschaft,1
Rückführungen,3
Auswärtige,3
Reisewarnung,1
ausgesprochen,1
Queerpolitik,1
Lebensbereichen,1
geteilt,1
Sexismus,1
intersektional,2
Check,2
Maßnahme,1
voranbringt,1
entgegensteht,1
eingreifen,1
Bundesstiftung,1
Institution,1
gesichertes,1
Lebenslagen,1
bündelt,2
Sozialwissenschaften,1
Genderstudies,1
unverzichtbaren,1
Gleichberechtigungsstrategie,1
Politikbereiche,3
ressortübergreifend,2
umsetzbare,1
übersetzt,1
feministische,3
eintreten,3
häuslichen,1
Nahbereich,1
strukturelles,1
Problem,3
medialen,1
Rechtsprechung,1
verharmlost,1
spezifische,1
Gewaltpräventionsprogramme,1
Istanbul,3
Konvention,7
beschreibt,1
Kriminalstatistik,1
Ausmaß,1
verübten,1
Femiziden,1
begangen,4
eingestuft,1
Schutzes,2
geschlechterspezifischer,1
Gewaltschutzgesetz,1
novelliert,1
Gewaltbetroffene,1
Ehemanns,1
Partners,1
abhängt,1
sensibilisiert,2
Verbale,1
sexuelle,3
Belästigung,1
hinnehmen,1
geeignete,2
Ordnungsmaßnahmen,1
Vergewaltigungen,1
anonymer,1
Spurensicherung,1
Pille,1
psychosoziale,1
Prozessbegleitung,1
Monitoringstelle,1
getroffenen,1
verschieden,1
Frauenhäuser,2
Unversehrtheit,2
Frauenhäusern,2
Frauenhausplätze,1
Wohnsituation,1
Beeinträchtigung,1
Geldleistung,1
Schutzeinrichtungen,1
ihrerseits,1
Finanzierungsverantwortung,1
Aufenthaltszeit,1
Frauenhaus,1
schlechtergestellt,2
älter,1
Partnerschaftsgewalt,1
Zufluchtsräume,2
intersektionale,2
nichtbinäre,1
Beratungseinrichtungen,1
Schutzmöglichkeiten,1
abscheuliches,1
Strafrechts,1
abzuschieben,1
falsch,1
Anzeige,1
Aussagebereitschaft,1
Zwangsverheiratungen,1
Weibliche,1
Genitalverstümmelung,1
Aufklärungs,1
Hilfekampagnen,1
Zivilgesellschaftliche,2
Kontaktpersonen,1
pädagogisches,1
Prostitution,4
Prostituiertenschutzgesetz,1
legalen,3
Prostitutionsstätten,1
kontrolliert,5
mehrsprachige,1
Umorientierung,1
Körper,1
gesicherten,1
Zugangs,1
Schwangerschaftsabbruch,2
Schwangerschaft,2
abbricht,1
Versorgungsstrukturen,1
wohnortnahe,1
Praxen,1
Schwangerschaftsabbrüche,1
vornehmen,1
Familienplanungs,1
Entstigmatisierung,1
selbstbestimmten,1
Abbrüchen,1
generelle,2
Kostenübernahme,2
Strafgesetzbuch,2
218,1
219,2
Schwangere,1
aufsuchen,1
bundeseinheitlich,1
Gehsteigbelästigungen,1
ungewollten,1
drohenden,1
Anzeigen,1
ärztlich,1
verordnete,1
Empfängnisverhütung,1
einfachsten,1
Lesbische,1
schwule,2
bisexuelle,2
trans,2
diskriminierungsfrei,1
geschlechtlichen,2
Ergänzung,1
Artikels,1
sexueller,2
geschlechtlicher,2
Gesellschaftspolitik,1
institutionelle,1
Projektförderung,1
Blutspendeverbot,1
transgeschlechtliche,1
aufheben,2
gerichtete,1
Aufklärungskampagne,1
Orientierungen,1
Homo,1
Bi,1
sensibilisieren,1
geschlechtliche,1
Bildungsplänen,1
wiederfinden,1
Queerfeindliche,1
statistisch,1
gesondert,1
Transsexuellengesetz,2
Selbstbestimmungsgesetz,1
überholte,1
Geschlechtseintrags,1
Namens,1
psychologische,1
Zwangsgutachten,1
Offenbarungsverbot,1
konkretisieren,1
vorsätzliche,1
Verstöße,3
sanktionieren,2
Operationen,3
intergeschlechtlichen,1
Datengrundlage,1
körperangleichenden,1
Hormontherapien,1
körperangleichende,1
Entschädigungsfonds,2
Kreis,1
verletzt,1
zwangsgeschieden,1
innennahe,2
Diebstahl,1
Einbrüche,1
Gewalttaten,1
Hassverbrechen,1
Kriminalität,3
früheren,2
Personalabbau,1
Bundespolizei,3
Bundeskriminalamt,2
Besetzung,3
offener,2
Polizist,4
Arbeitsverhältnisse,2
Datenverarbeitung,1
kombiniert,1
mobiler,1
geregelten,1
Grundvoraussetzung,1
Polizeiarbeit,2
polizeiliches,1
Ersatz,1
Problemlösung,1
externen,1
Freiheits,1
Streichposten,1
Innenpolitik,1
Schutzgüter,1
Geschlechts,1
Aussehens,1
Wohnorts,1
komplexen,1
ausführendes,1
Gewaltmonopols,1
Stelle,4
Bundespolizeibeauftragten,1
auftretenden,2
erkannten,1
Missständen,1
Todesfälle,1
Polizeigewahrsam,1
Kontrollbefugnisse,1
Racial,2
Profiling,2
Ticketsysteme,1
polizeiliche,1
Kontrollen,1
fortbilden,1
Wichtige,1
Fortbildungsbereiche,1
Besondere,1
Supervision,1
nachbereitet,1
Fachstelle,1
Seelsorge,2
ethischer,1
einzurichten,1
ZeBuS,1
ethische,3
NRW,1
Längst,1
überfällig,2
Rechtsextremismus,5
Polizeiforschung,1
Rationale,1
Sicherheitspolitik,8
Faktenlage,1
Periodischen,1
Sicherheitsbericht,1
Aussagekraft,1
bewährt,2
Europäisches,2
Kriminalamt,2
grenzüberschreitend,2
islamistische,1
rechtsextreme,2
Terrornetzwerke,1
Landesgrenzen,1
halt,1
Verteidigung,3
grenzüberschreitende,2
Polizeiteams,1
Aufwertung,1
Europol,1
justizielle,1
Eurojust,1
Finanzen,1
Betrugsbekämpfungsamt,1
OLAF,1
modernster,1
Analysemethoden,1
Datenbanken,2
Datenschutzstandards,2
Rechtsschutzes,1
Strafverfahren,2
Verfassungsschutz,3
ordnen,1
verspielt,1
Hinblick,2
NSU,3
Komplex,1
personellen,3
Neuanfang,1
beobachten,1
Analysefähigkeit,1
Verfassungsschutzes,1
Sachverstand,1
verfassungsfeindliche,1
Bestrebungen,2
systematischer,1
verkleinerten,1
Gefahrenerkennung,1
Spionageabwehr,1
rechtsstaatskonformen,1
nachrichtendienstlichen,1
abgegrenzt,1
polizeilichen,1
effektivere,1
zurückzugewinnen,1
Nachrichtendienste,2
zerschlagen,2
32,1
Rechtsextremist,2
ausgrenzend,1
völkischen,1
Ansatzes,1
transnational,1
rechtsextremistischer,1
Sicherheitsbehörden,6
Sicherheitsorgane,1
Bündel,1
Sanktionsmaßnahmen,1
Präventionsarbeit,2
antifeministische,1
nationalistisch,1
völkische,1
Letzterer,1
gewaltbereite,1
Ülkücü,1
umgangssprachlich,1
Graue,1
Wölfe,1
stehenden,1
zurückdrängen,1
Zurückdrängung,1
rechtsextremer,2
initiieren,2
Hassgewalt,1
erfassen,1
Rechtsextreme,1
Mordserie,1
rechtsterroristischen,2
rassistische,1
rechtsextremistische,1
Terrorakte,1
Morde,2
Hanau,1
aufgearbeitet,4
Stasi,2
Archiv,1
Dokumente,1
parlamentarischen,3
Untersuchungsausschüsse,1
ausgewertet,1
Opfern,1
rassistischen,1
islamistischer,1
Terrorismus,3
motivierter,1
gewaltbereiten,1
Islamist,1
effektive,1
Überwachung,1
Gefährder,4
Gefährderbegriffs,1
überprüfbaren,1
Ausstufungskriterien,1
engmaschig,1
Haftbefehle,1
vollstreckt,1
laufende,1
Ländergrenzen,3
zusammengezogen,1
Terrorabwehrzentren,1
GTAZ,1
GETZ,1
Jenseits,1
Terrorabwehr,1
Grundrechtseingriffe,1
Einstufung,1
Aussteigerprogramme,1
rechtsextremistischen,1
islamistischen,1
Szene,2
professionalisiertes,1
Deradikalisierungsnetzwerk,1
Deradikalisierung,1
Attentate,1
illegalen,2
Waffenhandel,1
Marktplätzen,1
Waffen,8
Hantieren,1
häuslicher,1
Amokläufe,1
extremistischen,1
Attentaten,1
unbedingt,1
berechtigten,1
Legalwaffenbesitzer,1
rechtswidrig,1
verfügen,1
valides,1
Bild,1
kriminalstatistische,1
Erfassung,1
Straftat,1
Schusswaffe,1
Schussabgabe,1
Tatverdächtige,1
berechtigt,1
Waffe,2
stirbt,1
tödlichen,1
Schusswaffen,2
Jäger,1
Schießsports,1
Sportschütz,1
nichttödliche,1
Bevölkerungsschutz,2
krisenfest,1
herausragendes,1
Katastrophenfall,1
handlungsfähig,1
bilden,1
überwiegend,1
Mitglieder,1
Hilfsorganisationen,2
Feuerwehren,1
Technischen,1
Hilfswerks,1
länderübergreifende,1
Katastrophen,1
Hochwasserereignisse,1
Waldbrände,1
Stromausfälle,1
enormes,1
Schadenspotenzial,1
koordiniertes,1
engagiert,1
Katastrophenhilfe,1
Spontanhelfer,1
Cyber,2
Hilfswerk,1
Bevölkerungsschutzes,1
Whistleblower,4
Abgasmanipulationen,1
Pflegeeinrichtungen,1
Nutzerdaten,1
Wirtschaftsskandale,1
Hinweise,1
Doping,3
kriminellen,1
Licht,1
Repressalien,1
Meldung,1
Hinweisgeberschutzgesetz,1
festgeschrieben,1
zweistufiges,1
Meldeverfahren,1
Furcht,1
Hemmnis,1
Hinweisgabe,1
Hinweisgeber,1
Edward,1
Snowden,1
Ausspähung,1
Massenüberwachung,2
zahlreiche,2
verdanken,1
Zielgerichtete,1
demokratischer,3
konstituierenden,1
rationale,1
Kriminalpolitik,2
Rechtsgüter,1
realen,2
Beeinträchtigungen,1
anlassbezogen,1
abwehrt,1
verhältnismäßige,1
pauschaler,1
Generalverdacht,1
Sicherheitsgesetze,1
Prüfstand,1
valider,1
Empirie,1
beruhen,1
hinsichtlich,2
Überwachungsgesamtrechnung,1
laufend,1
fortgeführt,1
biometrischer,1
Gesichtserkennung,1
undifferenzierte,1
Videoüberwachung,1
anlasslose,1
Vorratsdatenspeicherung,1
Hintertüren,1
Geräten,2
Infiltrieren,1
Durchsuchung,1
TKÜ,1
Sicherheitslücken,1
melden,1
Behebung,1
Netzintegrität,1
zielgerichtete,2
Rechtsgrundlagen,1
Verbrechensverhütung,1
aufklärung,1
Korruption,4
Manipulationen,1
Finanzmarkt,1
verheerende,1
Wirtschaftsstraftaten,1
polizeilich,1
Schädigungen,1
verstreut,1
Wirtschaftskriminalität,1
Unverantwortlichkeit,1
Organisationsverschulden,1
angeknüpft,1
Nachweis,1
abschreckend,1
unrechtmäßiger,1
Abschöpfung,1
geschätzt,1
Sanktionskatalog,1
Ausschluss,1
Schadenswiedergutmachung,1
Verhinderung,3
Sanktionsregister,1
Rechtsschutz,2
Gruppenklagen,1
Diesel,1
Abgas,1
Gruppenklage,2
massenhaft,1
eingeführten,1
kollektiven,2
Klageverfahren,1
Musterfeststellungsklage,1
zusteht,1
Kapitalanleger,1
Musterverfahrensgesetz,1
beliebtere,1
Rechtsdurchsetzung,1
Legal,1
verhelfen,1
verallgemeinert,1
vereinheitlicht,1
Zivilprozessordnung,1
individueller,1
Ansprüche,1
Zugangsschranken,1
Prozesskostenhilfe,1
Verbandsklage,1
verbraucherfreundlich,2
unterschiedlicher,1
Finanzkraft,1
Prozessverzögerung,1
Gerichtsverfahren,1
Strafrechtliche,1
Vernunft,1
Augenmaß,1
Wirkungen,2
Straf,1
Strafverfahrensrechts,1
Änderungen,1
Maßstabs,1
rationaler,1
faktenbasierter,1
Sanktionensystem,1
Resozialisierung,1
Verzicht,2
nutzlose,1
Ersatzfreiheitsstrafen,1
Bewährungsauflagen,1
Sanktionsmöglichkeiten,3
familienrechtlichen,1
Häusliche,1
Besuchs,1
Sorgerecht,1
Anhörungen,1
kindgerecht,1
mehrfache,1
Befragungen,1
vermieden,1
Childhood,1
Arbeitspensum,1
Richter,1
Kindschaftssachen,1
Rechtsbeschwerdemöglichkeit,1
Bundesgerichtshof,1
Opferrechte,1
Sexualisierte,1
Internetkriminalität,1
spezialisiertes,1
Staatsanwaltschaften,1
Kostenfallen,1
Kündigung,3
Klick,2
Textform,1
Mindestlaufzeiten,1
automatische,2
Vertragsverlängerungen,1
Telefon,1
Haustür,1
überrumpelt,1
untergeschoben,1
Vertragsfallen,1
Bestellung,1
Bestellbutton,1
Kündigungsbutton,1
Eingangsbestätigung,1
Mail,1
Vertragslaufzeiten,1
Verlängerungen,1
verkürzt,1
maximale,1
Mindestlaufzeit,1
stillschweigende,1
Vertragsverlängerung,1
Monat,2
verkürzen,2
Telefonisch,1
abgeschlossene,1
nachträglich,1
bestätigt,1
unseriösen,1
Haustürgeschäften,1
Waschmaschine,1
Handy,1
Geräte,3
kaputtgehen,1
reparierbar,2
Softwareupdates,3
angeboten,1
ärgert,1
Berge,1
Elektroschrott,2
Langlebigkeit,1
Designvorgaben,1
langlebig,1
recyclingfähig,1
Geräts,1
Mindestens,1
Lebensdauer,3
Ersatzteile,2
kostengünstig,1
erhältlich,1
Label,1
Verdopplung,1
Gewährleistungsfristen,1
Reparaturdienstleistungen,1
Finanzberatung,2
Kund,3
Häufig,1
Versicherungsprodukte,1
vorbeigehen,1
Füße,1
transparentes,2
Berufsbild,1
Finanzberater,2
Vermittler,1
Berater,1
Provisionsberatung,1
Honorarberatung,1
Honorarordnung,1
Verbraucherzentralen,1
Honorarmodelle,1
Ratenzahlungen,1
Flatrates,1
Lebenssituation,1
Präferenzen,1
Standardprodukten,1
Vertrieb,1
irreführenden,1
Finanzprodukten,1
Finanzbildung,1
Beteiligungsrechte,1
Verbraucherbeirats,1
Überhöhte,1
Dispozinsen,1
Gebühren,1
Basiskonto,1
Künste,3
Krisenfeste,1
Selbstreflexion,1
monatelangen,1
Schließungen,1
Lebendigkeit,1
Reichhaltigkeit,1
selbstverständlicher,1
Staatsziel,1
Wiederaufbau,2
Kommunalfinanzen,1
Kulturleben,2
Zuwendungsrecht,1
projekten,1
Abriss,1
Kulturorte,2
Kulturförderung,1
partizipativ,1
abgestimmt,1
transparenten,3
angelegt,1
Kulturformen,1
sparten,1
institutionell,1
Kulturschaffende,2
Medienschaffende,3
künstlerisches,1
kreatives,1
Schaffen,1
Ausbildungsbedingungen,1
Kulturinstitutionen,1
Existenzgeld,1
KSK,2
Mitgliedschaft,1
versicherungspflichtig,1
Weiterversicherung,1
Werke,1
Vertriebsplattformen,1
Werken,1
Ausleihe,1
Weiterveräußerung,1
analogen,1
Books,1
Bücher,1
Lizenzverträge,1
Aktives,1
Kulturschaffen,1
bauliche,1
Eintritt,1
Museen,1
Sonntagsöffnung,1
Kulturpass,1
Gemeinde,1
mitdenken,1
urbanen,1
Knotenpunkte,1
Intendanzen,1
Zusammensetzung,1
geförderten,1
Kulturbetrieben,1
Werksaufträgen,1
Jurys,1
Quotenregelung,1
flache,1
geachtet,1
Kulturberufen,1
Transkulturalität,1
gegenseitige,1
Durchdringung,1
Kulturbetrieb,3
versuchen,1
ressourcenschonender,1
Beratungsstelle,1
Culture,2
Desk,1
Förderinstrument,1
Ästhetik,1
transdisziplinären,1
Experimentier,1
Handlungsräume,1
hybride,2
gemeint,1
Film,3
Kinokultur,1
prägendes,1
Medium,1
Bewegtbildes,1
Kinos,2
Vertriebsformen,1
künstlerische,1
Anziehungskraft,1
Films,1
Entscheidungsprozesse,1
entflechten,1
Fernsehsendern,1
Vielzahl,1
kriterienbasierter,1
Drehbüchern,1
Nachwuchses,1
Verbindliche,1
Verwertungswege,1
Filmschaffenden,1
Festivals,1
Förderinstrumente,1
Erinnerungskultur,4
Selbstverständigung,1
Leerstellen,1
Verbrechensgeschichte,1
Nationalsozialismus,3
beachtete,1
Opfergruppen,1
Asozialen,1
Berufsverbrecher,1
Euthanasie,1
würdigen,1
Entschädigung,1
Lebensgeschichten,1
Tatorte,1
Forschungsarbeiten,1
Gedenkstätten,1
Rückgabe,2
NS,2
Raubkunst,2
Verpflichtungen,1
Besatzung,2
gelitten,1
SED,2
Diktatur,2
Bildungsarbeit,2
Außenstellen,1
Bundesbeauftragten,1
Erinnerungsorte,1
Revolution,2
1989,1
Wiedervereinigung,1
folgenden,1
tiefgreifenden,2
Bundesträgerschaft,1
Aufarbeitungsinitiativen,1
Entschädigungsleistungen,1
Verfolgten,1
DDR,1
Erinnerungs,1
Lernstätte,1
Kolonialismus,1
Bewusstsein,2
koloniales,1
antirassistische,1
kolonialen,3
Dekolonisierung,1
umfänglichen,1
Provenienzforschung,1
Restitution,1
Kulturerbe,1
Kontexten,2
ehemals,1
Kolonisierten,1
Geschädigten,1
Geschichten,1
eingewandert,1
verwoben,1
Gedenkstättenkonzept,1
Entwicklungsplan,2
organisierten,1
Engagements,3
täglich,1
Gesundheitsprävention,1
gelebt,2
Sportler,1
Athlet,2
niederschlägt,1
Sportverbänden,2
Goldenen,1
Plan,3
1960ern,1
Diskrepanz,1
Ost,2
West,2
Breitensport,3
friedlichen,3
Ausreichend,1
Sportstätten,2
Bewegungsräume,2
Bewegungs,1
Sportflächen,1
Wohnungsbaupolitik,1
Quartiersplanung,1
energetischen,1
Schwimmsportstätten,1
schwimmen,1
Instandsetzung,1
Schwimmstätten,1
Sportgroßveranstaltungen,1
menschenrechtskonform,2
dargestellt,1
bleibenden,1
Infrastrukturgewinn,1
föderal,1
geringen,1
Nischenthema,1
Jugendvereinen,1
ehrenamtliches,1
Nachwuchsgewinnung,1
aktivieren,1
Gaming,1
Gamer,1
Hatespeech,1
Spitzensport,2
Leistungssport,1
Talenten,1
Fixierung,1
bestimmte,1
Medaillenanzahl,1
Spitzensports,1
Leistungssportler,2
Nachwuchs,1
Beschäftigungsmöglichkeiten,1
Trainer,1
Hauptberuf,1
NADA,1
weitreichende,1
Reformen,5
WADA,1
ausführen,1
Dopingvergangenheit,1
lückenlos,1
aufzuklären,1
Dopingopfer,1
Korruptionsskandale,1
höchster,1
Sportfunktionär,1
Kommerzialisierung,1
Fußball,1
Publikumssport,1
Partizipationsmöglichkeiten,1
Fans,2
Good,1
Governance,2
Sportgroßereignissen,1
Zentrums,1
Safe,1
integraler,2
gruppenbezogener,1
Menschenfeindlichkeit,1
sozialpädagogischen,1
Fußballfanprojekte,1
Koordinationsstelle,1
Datensammlungen,1
Kollektivstrafen,1
sexistische,1
aufgebrochen,1
gendersensibel,1
historischen,2
Fortentwicklung,2
Zuletzt,1
Berlin,1
bestenfalls,1
gebremst,1
Europapolitik,1
koordiniert,1
klarem,1
Wertekompass,1
deutsch,3
französischen,2
zusammenhält,1
voranschreitet,1
Waagschale,1
wirft,1
vereintes,1
Schlagbäume,1
Projekts,1
Bestreben,1
Parlamentsrechten,1
engem,1
Konferenz,2
gemeinschaftlich,1
Föderalen,1
Vertragsänderungen,1
Legitimität,1
Initiativrecht,1
Haushaltsrecht,1
Vorschlag,2
Kommissions,1
Präsident,2
wählen,4
Misstrauensvotum,1
entlassen,1
Spitzenkandidaten,1
Spitzenkandidatin,1
Listen,2
transnationale,1
innenschaft,2
Staatsbürger,2
fortentwickelt,1
Kommunal,1
Landtags,1
Bundestagswahlen,1
auflösen,2
voranzukommen,1
Außen,7
Sozialem,1
Einzelinteressen,1
ausbremsen,1
aktivere,2
verbleibenden,1
Einstimmigkeitsprinzip,1
Mitentscheidung,1
Erweiterungsrunden,1
Zweikammersystem,1
Zusammenwachsen,1
Zivilgesellschaften,6
Vereinsstatus,1
Auflösung,1
unterstellen,1
Willkür,1
inneninitiative,2
Einberufung,1
Zukunftskonferenzen,1
angeregt,1
Grundrechten,1
Gesetzesvorschlag,1
Plenumsabstimmung,1
wofür,1
Regierungen,6
Brüssel,1
stattgefunden,1
Ratspräsidentschaft,1
Dokumenten,1
Interessensvertreter,1
strikteren,1
Karenzzeiten,1
überprüfbarer,1
Ethikbehörde,1
verhängen,1
Nationalstaaten,1
Mechanismus,2
stärkeres,1
autoritärer,2
Rechtsstaatlichkeitsbericht,1
Vertragsverletzungsverfahren,1
Nichtauszahlung,1
Artikel,2
substanzielle,1
Fortschritte,3
ablegen,1
siebte,1
Sprachminderheit,1
Minority,1
SafePack,1
Namensführung,1
Medienplattform,1
zusammenwachsendes,1
partizipieren,1
unterhalten,1
diskutieren,1
kommerziell,1
betriebene,1
Antwort,3
werbefrei,1
mehrsprachig,1
Basierend,1
Kommunikationsplattform,1
bereitzustellen,3
Informationskampagnen,1
näherzubringen,1
Rundfunkanstalten,1
jedweder,1
Getreu,1
Subsidiaritätsprinzip,1
Lebensbereich,1
Wettbewerbsregeln,1
zwingen,2
europaweite,1
Städtepartnerschaften,1
INTERREG,1
Euregios,1
Eurodistrikte,1
Hochschulbereich,1
European,1
Universities,1
gestärkten,1
Ausschuss,1
Partnerschaftsprinzip,1
mittelständische,1
Haushaltsmittel,1
lokalen,2
Hunger,3
Urbanisierung,1
Jahrelang,1
allenfalls,1
moderiert,1
gezögert,1
abgetaucht,1
gestaltende,1
vorsorgenden,1
kohärenten,1
wertegeleiteten,2
Gestützt,1
Menschenrechtsnormen,1
rechtebasierte,1
wirkungsorientierte,1
Gemeingüter,3
Konflikte,7
unermessliche,1
Flucht,5
begreift,1
Konnektivität,1
krisenfeste,1
gründet,1
Friedensmacht,1
schmerzvolle,1
Kriegen,3
Feindseligkeiten,1
Zukunftsversprechen,1
einzulösen,1
schützenswertes,1
einmaliges,1
überzeugte,1
stetige,1
Gleichgewicht,1
Völkerrecht,5
universalen,1
einzustehen,1
wichtiges,1
antidemokratischen,1
Dilemmata,1
bewusst,3
Hegemonialstreben,1
Russland,9
aushebeln,1
spalten,1
Brasilien,1
Diktaturen,5
real,1
bisweilen,1
Traufe,1
derart,2
beachtliche,1
Alleingangs,1
Scheitern,1
verurteilt,1
Demokratieoffensive,1
Demokratien,2
Parlamentarier,2
präferieren,1
regelbasierte,3
multilaterale,4
informellen,1
Formaten,1
Widersprüche,1
entwicklungs,1
sicherheitspolitischen,2
Bekenntnis,1
Freiheitsbewegungen,1
Umso,4
Kohärenz,1
zwischenstaatlichen,2
Souverän,1
ehrlichen,1
Interessenausgleich,2
Achtung,2
marginalisierter,1
Gewaltfreiheit,1
koordinierte,2
Krisenprävention,9
Konfliktbearbeitung,4
vernetzten,1
Weltordnung,2
Verhandlungstisch,1
postkolonial,3
antirassistisch,1
hochentwickelter,1
exportorientierter,1
Industriestaat,1
Hauptverursachern,1
Erwärmung,1
Player,1
Antrieb,1
entschiedenes,1
völkerrechtliche,3
unverrückbare,1
Erklärung,2
Geflüchtetenpolitik,4
Versagen,1
Moral,1
menschenrechtsbasierten,1
Momente,1
anknüpfen,1
humanitären,6
Willigen,2
Vorbeugung,1
Fluchtursachen,2
menschenwürdigen,1
Rationalität,1
Humanität,1
unerlässlichen,1
Pragmatismus,1
Komplexität,1
Messlatte,1
Wagen,1
Schubkraft,1
Klimaveränderungen,1
menschliche,2
drängt,1
energischen,1
Schub,2
anzufangen,1
schließlich,1
Rüstungsexporten,2
strategisches,1
kohärentes,1
Ressorts,1
Nachhaltigkeits,2
TÜV,1
Gesetzesentwürfe,1
Menschenrechtsabkommen,1
Schwung,1
Transformationsquote,1
Klimafinanzierung,3
Zusagen,2
ODA,1
Bruttonationaleinkommen,1
0,1
Klimaaußenpolitik,3
Klimafolgen,1
klimapolitisch,1
beugt,1
Ressourcenkonflikten,1
Energiebedarfe,1
Weltgemeinschaft,3
Win,1
win,1
Potenzialen,1
sensibel,1
Gasimporte,1
diplomatischen,3
Klimarisikoversicherungen,1
Exportfinanzierung,1
Investitionsbanken,2
Weltbank,1
Transformationsbanken,1
umgebaut,1
Mechanismen,1
Extremwetterereignissen,1
schleichender,1
Umweltveränderung,1
Lebensgrundlage,1
Aufenthaltsperspektiven,1
Erderwärmung,1
beigetragen,1
Verantwortungsprinzip,1
Umweltvölkerrecht,2
Aufnahmeländer,2
klimabedingter,1
Task,1
Force,1
on,1
Displacement,1
Klimarahmenkonvention,1
UNFCCC,1
geordnete,2
reguläre,1
indigener,3
Rechtswegs,1
Klimaklagen,1
französische,1
kodifizieren,1
konsolidieren,1
Resolution,2
Generalversammlung,2
verbriefen,1
Staatengemeinschaft,2
Gerichtsbarkeit,1
Armutsbekämpfung,1
sozialorientierte,1
Social,1
Cash,1
Transfers,1
hochwertiger,1
Schul,2
Partnerländern,2
rechtebasierter,1
Sicherungssysteme,1
Sicherungsprogramme,1
vulnerabelsten,1
Effektivität,1
Wirkungsevaluierung,1
Humanitäre,2
humanitärer,2
humanitäre,11
Notlagen,1
bewaffneter,1
infolge,1
klimakrisenbedingter,1
Extremwetterereignisse,1
kontinuierliche,1
bedarfsorientiert,1
mehrjährig,1
Durchführungsorganisationen,1
ziviler,2
Vereinte,1
versorgen,2
Bildungsmöglichkeiten,1
unzähligen,1
Konflikten,7
ausgehandelt,1
diplomatisch,1
Vereinbarungen,1
Sicherheitsrat,6
Organe,1
Realitäten,1
Jahrhunderts,1
gerechtere,1
Repräsentation,1
Vetomächte,1
Vetorecht,2
Zwischenschritt,1
schwersten,4
Menschlichkeit,4
Veto,1
Begründung,1
Alternativvorschlag,1
anhaltend,1
Uniting,1
Peace,1
friedenserzwingende,1
diplomatische,1
VII,1
Charta,2
Mehrheit,1
Resilienz,2
Epidemien,1
reformierenden,1
Sonderorganisation,1
koordinierende,1
befähigen,1
Gesundheitssysteme,1
Bevölkerungen,1
nichtübertragbare,1
übertragbare,1
Diagnose,1
Reaktion,1
Pandemievorsorge,1
bekämpfung,1
G20,1
formellen,1
Sitz,1
COVAX,1
einkommensschwache,1
geliefert,1
Wissenstransfer,1
Arzneimittel,1
Gewährleistung,1
Aufhebung,1
weltweiter,1
Exportrestriktionen,1
Produktionspartnerschaften,1
Erteilung,2
Lizenzen,1
temporäre,1
Aussetzung,1
