Term,Frequency,Source
vorlegen,1,FDP
ersichtlich,1,FDP
besteuerung,6,FDP
renteneinkünften,1,FDP
spekulationsfrist,2,FDP
sparerfreibetrag,2,FDP
private,8,FDP
veräußerungsgewinne,1,FDP
wertpapieren,1,FDP
anheben,2,FDP
sparerinnen,3,FDP
sparer,4,FDP
kleinanleger,1,FDP
entlastet,3,FDP
langfristige,3,FDP
kapitalanlage,1,FDP
attraktiver,6,FDP
sparen,2,FDP
altersvorsorge,24,FDP
wachstumsgewinnen,1,FDP
teilhaben,1,FDP
mitarbeiterkapitalbeteiligung,3,FDP
eigentumsturbo,1,FDP
langfristigen,3,FDP
vermögensaufbau,1,FDP
etablieren,3,FDP
mitarbeiterbeteiligungsprogramme,1,FDP
unerlässlich,3,FDP
qualifizierte,4,FDP
fachkräfte,5,FDP
schlechten,1,FDP
hierzulande,1,FDP
veräußerung,2,FDP
unternehmensbeteiligungen,1,FDP
entsprechen,4,FDP
anteilsklasse,1,FDP
mitarbeiterkapitalbeteiligungen,1,FDP
teuren,2,FDP
administrativ,1,FDP
aufwendigen,1,FDP
prozess,3,FDP
übertragung,1,FDP
gmbh,1,FDP
anteilen,1,FDP
liegenden,1,FDP
bergen,2,FDP
zukunftsorientierte,3,FDP
neuausrichtung,1,FDP
überzeugt,5,FDP
ebnet,1,FDP
zukunftsinvestitionen,2,FDP
entfachen,1,FDP
invest,1,FDP
germany,2,FDP
bruttoinlandsprodukt,1,FDP
2025,3,FDP
bruttoinlandsprodukts,3,FDP
vorrangig,3,FDP
sonstigen,1,FDP
steuer,4,FDP
wirtschaftspolitischen,1,FDP
instrumente,6,FDP
50,3,FDP
sozialausgaben,3,FDP
bundeshaushalt,3,FDP
höhe,4,FDP
grundsätzlich,8,FDP
bundeshaushalts,3,FDP
deckeln,1,FDP
bindet,3,FDP
haushaltes,1,FDP
folge,1,FDP
betroffene,1,FDP
originäre,1,FDP
kernaufgaben,4,FDP
innere,5,FDP
modernen,3,FDP
hintergrund,4,FDP
gedrängt,1,FDP
tilgungsturbo,1,FDP
schulden,6,FDP
schuldenstandsquote,1,FDP
gemäß,1,FDP
maastricht,3,FDP
kriterien,11,FDP
60,3,FDP
marke,1,FDP
reagiert,3,FDP
staatsverschuldung,1,FDP
bruttoinlandsproduktes,1,FDP
gesunken,1,FDP
krisen,6,FDP
handlungsfähig,3,FDP
hinterlassen,1,FDP
kindern,10,FDP
finanzen,2,FDP
zukunftsfonds,2,FDP
up,3,FDP
ausbauen,14,FDP
dachfonds,3,FDP
anstatt,2,FDP
bereitzustellen,1,FDP
privates,1,FDP
kapital,3,FDP
investition,2,FDP
baut,1,FDP
brücke,1,FDP
derzeitigen,2,FDP
hindernisse,3,FDP
hohe,6,FDP
eigenkapitalanforderungen,1,FDP
investitionssummen,1,FDP
institutionellen,2,FDP
investorinnen,2,FDP
investoren,1,FDP
family,1,FDP
offices,1,FDP
erfahrenen,1,FDP
privatanlegerinnen,1,FDP
privatanlegern,1,FDP
sammelt,1,FDP
geld,6,FDP
hauptsächlich,1,FDP
venture,2,FDP
capital,2,FDP
fonds,5,FDP
profitieren,8,FDP
hiesigen,1,FDP
gründungserfolgen,1,FDP
gründungszuschuss,2,FDP
lebenslagen,2,FDP
branchenunabhängigen,1,FDP
entkoppelt,1,FDP
vorhandenen,1,FDP
arbeitslosigkeit,1,FDP
gewährt,5,FDP
gründer,2,FDP
familienphase,1,FDP
einmalig,4,FDP
startphase,1,FDP
bewerben,1,FDP
tragfähiges,1,FDP
existenzgründungskonzept,1,FDP
vorliegen,2,FDP
vorbild,14,FDP
nrw,1,FDP
gründerstipendium,1,FDP
absicherung,3,FDP
befristet,1,FDP
maximal,4,FDP
15,3,FDP
monate,4,FDP
pauschale,6,FDP
300,2,FDP
gesetzlichen,17,FDP
sozialversicherungen,4,FDP
ermöglicht,15,FDP
krankenkassenbeiträge,1,FDP
gesetzlich,4,FDP
versicherten,5,FDP
anhand,1,FDP
einkommens,1,FDP
bemessen,1,FDP
gründungen,2,FDP
besserer,1,FDP
frauen,22,FDP
einwerbung,1,FDP
einrichtung,4,FDP
form,13,FDP
öffentlich,5,FDP
privaten,10,FDP
partnerschaft,5,FDP
netzwerkes,1,FDP
weiblichen,1,FDP
business,2,FDP
angels,1,FDP
gezielt,12,FDP
gründungsvorhaben,1,FDP
gleichen,2,FDP
gemeinwesens,2,FDP
gerechtes,1,FDP
steuersystem,1,FDP
klare,15,FDP
steuerwettbewerb,2,FDP
entsprechende,10,FDP
arbeiten,10,FDP
g20,1,FDP
alleingang,1,FDP
wettbewerbsverzerrungen,2,FDP
verlust,2,FDP
arbeitsplätzen,1,FDP
führen,13,FDP
genauso,7,FDP
steuerverluste,1,FDP
verlagerungen,1,FDP
drohen,1,FDP
zusätzliche,8,FDP
steuerlasten,1,FDP
belasteten,1,FDP
betriebe,5,FDP
transparenter,1,FDP
vergleichbar,2,FDP
ausdrücklich,5,FDP
zulässigkeit,1,FDP
sogenannter,5,FDP
deals,2,FDP
mitgliedstaats,1,FDP
individuell,2,FDP
aushandeln,1,FDP
transparenten,1,FDP
steuersatzwettbewerb,1,FDP
basis,16,FDP
vergleichbarer,1,FDP
bemessungsgrundlagen,1,FDP
steuerhinterziehung,2,FDP
abgestimmt,3,FDP
bekämpfen,8,FDP
unlauteres,1,FDP
steuerdumping,1,FDP
wirksamen,2,FDP
verhältnismäßigen,2,FDP
mitteln,3,FDP
exportnation,2,FDP
abgestimmte,3,FDP
verteilung,3,FDP
besteuerungsrechte,1,FDP
zeiten,3,FDP
geschäftsmodelle,6,FDP
sowohl,11,FDP
ungerechtfertigte,2,FDP
nichtbesteuerung,1,FDP
schädliche,1,FDP
erträgen,1,FDP
sicherzustellen,3,FDP
steueraufkommen,1,FDP
gesichert,4,FDP
selbstbestimmung,21,FDP
elementare,3,FDP
individuelles,2,FDP
vorankommen,1,FDP
selbstbestimmtes,5,FDP
hängt,1,FDP
volles,1,FDP
potential,8,FDP
ausschöpfen,1,FDP
modernste,1,FDP
standard,2,FDP
mehrwertsteuereinnahmen,1,FDP
prozentpunkt,1,FDP
mehrwertsteueraufkommens,1,FDP
bund,24,FDP
länder,21,FDP
einbeziehung,3,FDP
staatsvertrag,1,FDP
verpflichten,7,FDP
5,4,FDP
milliarden,3,FDP
bildungssektor,1,FDP
bildungssystems,1,FDP
dringend,7,FDP
notwendig,5,FDP
top,1,FDP
zukunftsfähiger,1,FDP
bildungsföderalismus,2,FDP
bundesweite,8,FDP
abschlussprüfungen,2,FDP
reife,1,FDP
abitur,1,FDP
qualitativ,6,FDP
hochwertige,7,FDP
bildungsstandards,3,FDP
qualitätssicherung,1,FDP
vergleichbarkeit,3,FDP
reform,10,FDP
grundgesetzänderung,1,FDP
sicherstellung,3,FDP
qualität,7,FDP
leistungsfähigkeit,2,FDP
weiterentwicklung,7,FDP
bildungswesens,1,FDP
wirken,2,FDP
16,7,FDP
verschiedene,2,FDP
schulsysteme,1,FDP
lehrpläne,1,FDP
prüfungsordnungen,1,FDP
sicher,4,FDP
schulbildung,1,FDP
deutschlandweit,1,FDP
höchste,1,FDP
zukunftssichere,1,FDP
schulen,24,FDP
arbeitsmöglichkeiten,1,FDP
fürs,1,FDP
lehren,3,FDP
lernen,9,FDP
verfügung,11,FDP
autonomie,2,FDP
pädagogische,2,FDP
personelle,1,FDP
freiheiten,1,FDP
schule,9,FDP
budget,3,FDP
verwendung,2,FDP
autonom,3,FDP
entscheidet,1,FDP
schulautonomie,1,FDP
unterricht,3,FDP
modularen,3,FDP
organisiert,5,FDP
schülerin,1,FDP
schüler,8,FDP
zugeschnitten,1,FDP
schülerinnen,11,FDP
größere,4,FDP
wahlfreiheit,8,FDP
unterschiedlichen,4,FDP
leistungsniveaus,1,FDP
fächerübergreifenden,1,FDP
projekten,1,FDP
personalentscheidungen,1,FDP
auswahl,1,FDP
lehrmittel,1,FDP
trifft,4,FDP
ort,9,FDP
freier,2,FDP
trägerschaft,3,FDP
gleichwertige,3,FDP
unterstützung,12,FDP
werben,1,FDP
schulfreiheitsgesetze,1,FDP
ländern,16,FDP
möglichkeiten,14,FDP
profilentwicklung,1,FDP
niveau,1,FDP
bildungseinrichtungen,4,FDP
orientieren,7,FDP
exzellente,3,FDP
fortbildungen,4,FDP
schul,1,FDP
unterrichtsentwicklung,1,FDP
pisa,1,FDP
studie,1,FDP
kinder,12,FDP
größerer,2,FDP
gestaltungs,1,FDP
entscheidungsfreiheit,2,FDP
leistungen,7,FDP
erzielen,1,FDP
kitas,4,FDP
finanziell,4,FDP
säulen,9,FDP
sockelbetrag,3,FDP
größe,1,FDP
bildungsgutscheine,2,FDP
pro,1,FDP
kind,7,FDP
zuschuss,4,FDP
dream,2,FDP
niedrigem,2,FDP
sozioökonomischen,1,FDP
status,6,FDP
feste,3,FDP
garantiert,3,FDP
überlebensfähigkeit,1,FDP
kleineren,1,FDP
bedarfsorientierte,1,FDP
gesunder,1,FDP
gefördert,4,FDP
eltern,12,FDP
gestärkt,7,FDP
schließlich,3,FDP
eigenverantwortlich,3,FDP
förderkonzepte,1,FDP
jugendliche,2,FDP
förderbedarf,1,FDP
anbieten,6,FDP
gleichzeitig,14,FDP
auseinanderdriften,1,FDP
schulqualität,1,FDP
talentschulen,3,FDP
nachteile,3,FDP
modernster,1,FDP
pädagogik,1,FDP
bester,1,FDP
ausstattung,4,FDP
aufbauen,4,FDP
kinderreichen,1,FDP
stadtteilen,1,FDP
erfolgreichen,2,FDP
konzept,2,FDP
nordrhein,1,FDP
westfalen,1,FDP
behinderung,4,FDP
lernschwäche,2,FDP
bestmöglich,2,FDP
regelunterricht,1,FDP
klassen,1,FDP
liegen,2,FDP
erhalt,2,FDP
möchten,9,FDP
bestmögliche,1,FDP
potentialen,1,FDP
frühkindliche,2,FDP
frühkindlichen,3,FDP
ambitionierte,1,FDP
gemeinsame,15,FDP
betreuungsschlüssel,1,FDP
bildungsinhalte,1,FDP
verständigen,2,FDP
attraktivität,4,FDP
erzieherberufs,1,FDP
schlagen,6,FDP
ausbildung,15,FDP
fachkraft,1,FDP
bundesweit,7,FDP
schulgeldfrei,1,FDP
erfolgt,3,FDP
vergütet,1,FDP
fortbildungsmöglichkeiten,1,FDP
werten,2,FDP
berufsbild,1,FDP
erzieherinnen,2,FDP
erziehern,1,FDP
sprache,2,FDP
früh,2,FDP
mindestens,5,FDP
einschulung,1,FDP
deutschtest,1,FDP
teilnimmt,1,FDP
sprachdefizite,1,FDP
erzieher,1,FDP
kinderärztlichen,1,FDP
untersuchungen,1,FDP
erkannt,1,FDP
frühzeitig,4,FDP
fördermaßnahmen,2,FDP
ausgeglichen,1,FDP
gerechtere,1,FDP
startchancen,1,FDP
verschaffen,1,FDP
altersgerechte,1,FDP
vermittlung,3,FDP
fremdsprachen,1,FDP
kindesalter,1,FDP
konzepte,2,FDP
spielerisch,1,FDP
sprachen,1,FDP
erlernen,3,FDP
mint,6,FDP
mädchen,2,FDP
offensive,3,FDP
mathematik,1,FDP
informatik,3,FDP
naturwissenschaften,1,FDP
technik,4,FDP
frühzeitige,5,FDP
verpflichtende,3,FDP
qualitäts,2,FDP
pädagoginnen,1,FDP
pädagogen,1,FDP
experimentelles,3,FDP
forschendes,1,FDP
ausgebildet,2,FDP
gezieltes,1,FDP
maßnahmenpaket,1,FDP
außerschulische,1,FDP
haus,2,FDP
kreativzonen,2,FDP
makerspaces,5,FDP
medien,3,FDP
zentrale,2,FDP
rolle,9,FDP
spielen,6,FDP
verstärkte,2,FDP
kooperationen,2,FDP
außerschulischen,2,FDP
errichtung,1,FDP
pilotschulen,1,FDP
einrichten,3,FDP
lehrkräfte,4,FDP
weitergebildet,2,FDP
unternehmerischen,1,FDP
lebenswegen,1,FDP
schulfach,1,FDP
einführung,9,FDP
schulfächer,1,FDP
ausreichend,5,FDP
obwohl,2,FDP
heutzutage,1,FDP
rechnen,2,FDP
lesen,1,FDP
schreiben,1,FDP
basiswissen,1,FDP
schülern,4,FDP
kenntnisse,1,FDP
wirtschaftssystem,1,FDP
gründergeist,1,FDP
innovationsfreude,1,FDP
schulalter,1,FDP
desinformation,3,FDP
hatespeech,1,FDP
cybermobbing,1,FDP
datenschutz,7,FDP
sucht,1,FDP
umgehen,1,FDP
kompetenzen,12,FDP
einbindung,2,FDP
außerschulischer,1,FDP
akteure,4,FDP
qualitätskriterien,1,FDP
leitfäden,1,FDP
engagierte,1,FDP
wissenschaftlerinnen,2,FDP
wissenschaftler,1,FDP
expertinnen,1,FDP
experten,1,FDP
alters,2,FDP
lebens,5,FDP
alltagsnah,1,FDP
erzählen,1,FDP
ausprobieren,1,FDP
erläutern,1,FDP
elternhaus,1,FDP
zivilklauseln,2,FDP
aussperren,1,FDP
parteien,1,FDP
bundeswehr,5,FDP
bildungsbereich,2,FDP
aufstiegspatenschaften,1,FDP
einzubinden,3,FDP
jugendlichen,8,FDP
bildungsfernen,1,FDP
elternhäusern,2,FDP
helfen,6,FDP
beruflichen,14,FDP
bildungsabschlüssen,1,FDP
hochschule,4,FDP
beratung,7,FDP
aufstiegspläne,1,FDP
nichtakademischen,1,FDP
geebnet,1,FDP
patenschaft,1,FDP
organisationen,6,FDP
arbeiterkind,1,FDP
de,1,FDP
fragen,6,FDP
studienfinanzierung,2,FDP
bewerbung,1,FDP
stipendien,1,FDP
planung,2,FDP
auslandssemestern,1,FDP
ergänzung,2,FDP
kammern,1,FDP
hochschulen,14,FDP
aufstiegsscouts,1,FDP
ansprechpersonen,2,FDP
fungieren,1,FDP
berufsausbildung,2,FDP
studium,3,FDP
informieren,2,FDP
netzwerke,5,FDP
knüpfen,1,FDP
lehrerberufs,1,FDP
braucht,18,FDP
attraktive,2,FDP
arbeitsbedingungen,4,FDP
fortbildung,2,FDP
transparente,6,FDP
anspruchsvolle,1,FDP
aufstiegsmöglichkeiten,1,FDP
immaterielle,1,FDP
wertschätzung,3,FDP
bezahlung,3,FDP
engagement,9,FDP
belohnt,2,FDP
lehrerausbildung,3,FDP
dualen,1,FDP
lehramtsstudium,1,FDP
theorie,2,FDP
praxisphasen,1,FDP
beginn,2,FDP
eng,4,FDP
miteinander,7,FDP
verzahnt,1,FDP
lehrkräftemangel,1,FDP
allgegenwärtig,1,FDP
beruf,10,FDP
begeistern,1,FDP
lehreraus,1,FDP
mindeststandards,1,FDP
fachwissenschaftlicher,1,FDP
pädagogischer,1,FDP
digitalkompetenzen,1,FDP
künstlichen,1,FDP
intelligenz,6,FDP
lernprozesse,2,FDP
lern,1,FDP
lehrmethoden,1,FDP
bestandteile,2,FDP
lehrkräfteakademie,1,FDP
entwickelt,2,FDP
anbietet,1,FDP
neuesten,2,FDP
wissenschaftlichen,4,FDP
erkenntnissen,1,FDP
basieren,2,FDP
teilnahme,2,FDP
lehrerinnen,2,FDP
lehrer,2,FDP
verpflichtend,1,FDP
digitalpakt,4,FDP
verfassungsrechtlichen,2,FDP
nutzt,1,FDP
it,12,FDP
administratorinnen,1,FDP
administratoren,1,FDP
dienstgeräte,1,FDP
digitales,3,FDP
lernmaterial,1,FDP
finanziellen,5,FDP
wlan,1,FDP
hardware,1,FDP
notfall,1,FDP
hause,1,FDP
allgemeinbildenden,1,FDP
sonderpädagogischen,1,FDP
ganzheitlich,1,FDP
gedacht,3,FDP
nutzung,14,FDP
gestütztes,1,FDP
präsenz,1,FDP
distanz,1,FDP
learning,4,FDP
analytics,3,FDP
lernmethoden,1,FDP
klarer,2,FDP
künstliche,5,FDP
möglichkeit,18,FDP
individualisierung,1,FDP
lernens,1,FDP
lehrens,1,FDP
auswertung,1,FDP
lernende,2,FDP
lernumgebung,1,FDP
wahrung,1,FDP
datenschutzes,1,FDP
geschehen,1,FDP
midlife,3,FDP
bafög,8,FDP
persönlichen,2,FDP
freiraumkonto,1,FDP
abgabenfreie,1,FDP
ansparen,1,FDP
weiterbildungsangebote,1,FDP
bildungsauszeiten,1,FDP
vielzahl,3,FDP
bildungsangeboten,1,FDP
lebenslange,2,FDP
anbieterinnen,4,FDP
anbietern,3,FDP
strukturiert,2,FDP
zentralen,6,FDP
plattform,4,FDP
einsehbar,2,FDP
bildungsarena,1,FDP
weiterbildungen,3,FDP
erleichtern,15,FDP
anerkennung,5,FDP
informell,1,FDP
non,1,FDP
formal,1,FDP
erworbener,2,FDP
akademische,3,FDP
weiterbildung,8,FDP
lehrangebote,2,FDP
jenseits,2,FDP
erstausbildung,1,FDP
öffnen,8,FDP
aufgrund,6,FDP
rechtlicher,1,FDP
finanzieller,1,FDP
hürden,4,FDP
beschränken,4,FDP
weiterbildungsengagement,1,FDP
zumeist,1,FDP
ausgewählte,1,FDP
ausgründungen,1,FDP
schools,1,FDP
regelfall,1,FDP
jüngere,1,FDP
altersgruppen,3,FDP
privater,8,FDP
rechtlichen,7,FDP
formel,1,FDP
bildungs,2,FDP
sozial,3,FDP
wirtschaftspolitik,3,FDP
konkreter,1,FDP
vorschlag,1,FDP
lautet,1,FDP
steuerfreibetrag,1,FDP
pauschbetrag,1,FDP
neugeborene,1,FDP
steigender,2,FDP
startbonus,1,FDP
aktienrente,4,FDP
berufliche,9,FDP
duale,1,FDP
erfolgsfaktor,1,FDP
wirtschaftsstandort,1,FDP
verbindung,3,FDP
betrieb,5,FDP
berufsschule,1,FDP
jungen,1,FDP
vielfältige,3,FDP
arbeitswelt,7,FDP
trägt,4,FDP
fachkräftesicherung,1,FDP
berufen,1,FDP
erfolgreiches,2,FDP
berufliches,1,FDP
exzellenzinitiative,2,FDP
update,4,FDP
bundesweiter,1,FDP
exzellenzwettbewerb,1,FDP
hochrangigen,1,FDP
auszeichnungen,1,FDP
mehrjährigen,1,FDP
zuschüssen,2,FDP
zentrum,1,FDP
berufsbildung,1,FDP
berufsbildende,1,FDP
ausbildende,1,FDP
konzeption,1,FDP
umsetzung,5,FDP
ausbildungsangebote,3,FDP
offene,6,FDP
werkstätten,1,FDP
fablabs,1,FDP
erweitern,4,FDP
begabtenförderung,1,FDP
talente,2,FDP
talenten,1,FDP
gleichwertigen,1,FDP
begabtenförderungswerken,1,FDP
deutschlandstipendium,1,FDP
öffnung,3,FDP
ideellen,2,FDP
stipendiatinnen,1,FDP
stipendiaten,1,FDP
künftig,17,FDP
seminar,1,FDP
schulungsangeboten,1,FDP
gleichwertigkeit,1,FDP
akademischer,3,FDP
beruflicher,2,FDP
flexibilität,7,FDP
artverwandte,1,FDP
berufe,5,FDP
maßgabe,2,FDP
sozialpartner,1,FDP
berufsfelder,1,FDP
zusammenfassen,3,FDP
ausbildungsphase,1,FDP
erworben,2,FDP
berufsübergreifende,1,FDP
mobilität,15,FDP
spezialisierte,2,FDP
vernachlässigen,1,FDP
dauerhafte,1,FDP
beschäftigungsfähigkeit,1,FDP
berufsprinzip,1,FDP
berufsspezifischen,1,FDP
internationaler,3,FDP
austausch,8,FDP
auszubildenden,2,FDP
auslandserfahrung,1,FDP
globalisierten,1,FDP
sprachliche,1,FDP
interkulturelle,2,FDP
analog,4,FDP
akademischen,1,FDP
austauschdienst,2,FDP
daad,1,FDP
auszubildende,3,FDP
berufsschulen,1,FDP
auslandsaufenthalten,1,FDP
programme,3,FDP
erasmus,7,FDP
ausbildungweltweit,1,FDP
zusatzqualifikationen,1,FDP
fortbildungsordnungen,1,FDP
verankert,3,FDP
kopenhagener,2,FDP
erklärung,2,FDP
vereinbarten,3,FDP
ziele,8,FDP
qualifikationen,2,FDP
konsequent,11,FDP
umgesetzt,9,FDP
azubi,2,FDP
botschafter,1,FDP
aufstiegs,2,FDP
praxisnahe,2,FDP
berufsorientierung,1,FDP
botschaftern,1,FDP
gymnasien,1,FDP
berufsorientierungsangebote,1,FDP
praktika,2,FDP
enger,3,FDP
schulformen,2,FDP
jugendberufsagenturen,1,FDP
teilzeitfortbildungen,1,FDP
interdisziplinäre,1,FDP
bildungswege,1,FDP
hybride,1,FDP
angebote,9,FDP
durchlässigkeit,2,FDP
öffentliche,8,FDP
dienst,6,FDP
karrierewege,1,FDP
gleichberechtigt,2,FDP
anerkennen,6,FDP
einstieg,2,FDP
zukunftsgarantie,3,FDP
ausbildungsplatz,1,FDP
kleinteilige,2,FDP
übergangssystem,1,FDP
bundesweites,1,FDP
regionaler,2,FDP
ausgestaltung,5,FDP
fokussieren,1,FDP
regelmäßig,4,FDP
evaluieren,1,FDP
erstens,1,FDP
einstiegsqualifizierung,1,FDP
teilnehmenden,1,FDP
sozialpädagogisch,1,FDP
geschulte,1,FDP
lernprozessbegleiterinnen,1,FDP
begleiter,1,FDP
seite,7,FDP
zweitens,1,FDP
außerbetriebliche,1,FDP
erheblichen,2,FDP
unterversorgung,1,FDP
ausbildungsplätzen,1,FDP
bedarfsgerecht,1,FDP
abstimmung,1,FDP
sozialpartnern,1,FDP
wobei,1,FDP
übergang,1,FDP
betriebliche,4,FDP
stets,5,FDP
vorrangiges,1,FDP
drittens,1,FDP
sicherstellen,6,FDP
gewährleistet,11,FDP
durchlässiger,1,FDP
teilqualifizierungen,1,FDP
ausbildungsdauer,1,FDP
flexibilisieren,5,FDP
teilzeitausbildungen,1,FDP
beste,5,FDP
forschungsbedingungen,1,FDP
globaler,1,FDP
klimawandel,7,FDP
klimafreundlicher,1,FDP
kraftstoffe,12,FDP
schutz,30,FDP
gesundheit,8,FDP
impfstoffe,1,FDP
forschungspolitik,1,FDP
sieht,2,FDP
gefahren,2,FDP
verantwortungsvoll,3,FDP
umgeht,1,FDP
european,4,FDP
university,2,FDP
edu,4,FDP
lehrformaten,1,FDP
dachorganisation,2,FDP
ortsunabhängigen,1,FDP
lehrangeboten,1,FDP
verbleibenden,1,FDP
grenzen,9,FDP
bildungsmobilität,1,FDP
lebenssituation,1,FDP
geographischen,2,FDP
lage,6,FDP
lehre,4,FDP
einzigartige,1,FDP
lehrende,2,FDP
beteiligten,3,FDP
staatlichen,11,FDP
elternunabhängiges,2,FDP
baukasten,2,FDP
studiums,1,FDP
abhängen,1,FDP
studierende,2,FDP
bisherigen,4,FDP
kindergeld,1,FDP
kinderfreibetrag,1,FDP
monatlichen,1,FDP
200,3,FDP
ehrenamtlichem,1,FDP
nebentätigkeiten,1,FDP
monatlich,1,FDP
anpassbares,1,FDP
zinsfreies,1,FDP
gutem,1,FDP
rückzahlbares,1,FDP
darlehen,2,FDP
förderhöchstdauer,1,FDP
regelstudienzeit,1,FDP
semester,1,FDP
umfassen,1,FDP
studienfachwechsel,1,FDP
einfluss,4,FDP
gesamtförderdauer,1,FDP
höchstaltersgrenzen,1,FDP
aufgehoben,2,FDP
zuverdienstgrenzen,2,FDP
angehoben,1,FDP
beantragung,2,FDP
digitalisieren,4,FDP
qualitätsoffensive,2,FDP
hochschullehre,3,FDP
mittelzuweisungen,1,FDP
bundes,7,FDP
qualitätsorientierter,1,FDP
erfolgen,9,FDP
didaktischen,1,FDP
technischen,2,FDP
urheberrechtlichen,1,FDP
starre,2,FDP
kapazitätsrecht,1,FDP
zahl,3,FDP
bereitgestellten,1,FDP
studienplätze,2,FDP
regelt,3,FDP
grundlegend,2,FDP
betreuungsquoten,1,FDP
berufs,3,FDP
lebensbegleitende,1,FDP
studienmodule,1,FDP
förderprogramme,2,FDP
verbesserung,8,FDP
forschungsfinanzierung,1,FDP
offenstehen,2,FDP
ausweitung,7,FDP
erfolgsprogramms,1,FDP
erfolgsprogramm,1,FDP
verständigung,1,FDP
populismus,2,FDP
engstirnigkeit,1,FDP
großbritannien,3,FDP
schweiz,1,FDP
beitrittskandidaten,1,FDP
östlichen,1,FDP
nachbarschaftspolitik,1,FDP
programmlands,1,FDP
schulzeit,1,FDP
ausland,7,FDP
absolvieren,1,FDP
gegenseitige,1,FDP
zeugnissen,1,FDP
abschlüssen,1,FDP
wissenschaftsfreiheit,1,FDP
verteidigen,4,FDP
lebt,4,FDP
offenen,2,FDP
debattenkultur,2,FDP
gesetzliche,8,FDP
ausgrenzen,1,FDP
meinungen,3,FDP
cancel,1,FDP
culture,1,FDP
widerspricht,2,FDP
verfassungsgrundsatz,1,FDP
grundgesetzes,2,FDP
erträgliche,1,FDP
geäußert,1,FDP
wissenschaftseigene,1,FDP
mechanismen,3,FDP
ethischen,1,FDP
selbstkontrolle,1,FDP
einflussnahme,3,FDP
chinesischen,3,FDP
regierung,3,FDP
konfuzius,1,FDP
institute,2,FDP
aufgearbeitet,1,FDP
co,1,FDP
finanzierungen,1,FDP
beendet,5,FDP
wissenschaftseinrichtungen,1,FDP
cybersicherheit,7,FDP
diversität,3,FDP
perspektivwechsel,1,FDP
leider,3,FDP
außeruniversitären,1,FDP
forschungsorganisationen,1,FDP
ausgleichsabgabe,1,FDP
behinderungen,8,FDP
besetzen,1,FDP
führungspositionen,4,FDP
fächern,1,FDP
gering,1,FDP
wissenschaftskarrieren,1,FDP
vereinbarkeit,4,FDP
familie,9,FDP
zentrales,3,FDP
anliegen,1,FDP
kinderbetreuung,2,FDP
väter,1,FDP
mütter,1,FDP
lehrverpflichtungen,1,FDP
forschungszeiten,1,FDP
selbstbestimmter,1,FDP
festzulegen,1,FDP
untersuchung,1,FDP
situation,1,FDP
massachusetts,1,FDP
institut,4,FDP
technologie,5,FDP
1990er,1,FDP
grundlagenforschung,2,FDP
angewandten,1,FDP
diversifikation,1,FDP
innovationsstruktur,1,FDP
breit,1,FDP
grundlagenforschungsinitiative,1,FDP
starten,2,FDP
spitzentechnologie,1,FDP
reformen,6,FDP
modernes,8,FDP
kür,1,FDP
ändert,1,FDP
gesundheitswesens,2,FDP
rettet,1,FDP
wahrsten,1,FDP
sinne,7,FDP
wortes,1,FDP
sicherheitsapparates,1,FDP
rechtsstaats,2,FDP
arbeitsmarktes,1,FDP
beschäftigten,7,FDP
rüstzeug,1,FDP
erfolgreiche,1,FDP
veränderungsprozesse,1,FDP
festigt,1,FDP
beteiligungsmöglichkeiten,1,FDP
staatswesens,1,FDP
lust,1,FDP
demokratischen,10,FDP
prozesse,3,FDP
unkomplizierter,1,FDP
sämtliche,4,FDP
bürgerservices,1,FDP
erledigen,1,FDP
amt,1,FDP
schlange,1,FDP
zukunftsutopie,1,FDP
unkomplizierten,1,FDP
erleichtert,3,FDP
frei,11,FDP
bürgernahe,1,FDP
weitreichende,1,FDP
föderalismus,2,FDP
verwaltungsreform,2,FDP
unklare,1,FDP
zuständigkeiten,5,FDP
erdrückende,1,FDP
defizite,2,FDP
pragmatische,1,FDP
prozessen,2,FDP
mentalitätswandel,1,FDP
megaprojekt,1,FDP
verwaltungsmodernisierung,1,FDP
agile,2,FDP
herangehensweise,1,FDP
arbeitsfähige,1,FDP
ergebnisse,2,FDP
starren,2,FDP
strategien,2,FDP
priorisiert,1,FDP
transformation,6,FDP
arbeitsweisen,1,FDP
erreichte,1,FDP
einsparungen,1,FDP
dividende,1,FDP
jeweiligen,6,FDP
stelle,7,FDP
verbleiben,2,FDP
sicherheitsfragen,1,FDP
systeme,5,FDP
zeitgemäß,1,FDP
kompetenzverteilung,1,FDP
ebenen,2,FDP
dienstrecht,1,FDP
konzentrieren,4,FDP
wettbewerbs,1,FDP
vorsorge,4,FDP
funktionierende,3,FDP
wirtschaftshilfen,2,FDP
treffen,4,FDP
fälle,2,FDP
gerüstet,1,FDP
außergewöhnlichen,1,FDP
verhältnissen,1,FDP
gesamten,8,FDP
verluste,1,FDP
aktuellen,6,FDP
vorjahre,1,FDP
verrechnet,1,FDP
angestellte,2,FDP
ausreichenden,1,FDP
unternehmerlohn,1,FDP
stop,4,FDP
shops,2,FDP
weitergegeben,1,FDP
entsprechender,2,FDP
verarbeitet,2,FDP
funktionsfähigkeit,1,FDP
systems,2,FDP
beschleunigen,10,FDP
shop,2,FDP
vernetzung,7,FDP
akteuren,2,FDP
zahlungsmoral,2,FDP
vergabeschwellenwerte,1,FDP
